,sentence,sentence_id
95,"Invoking a conspiracy that Turkey faces existential threats to its existence and prosperity by foreign-backed enemies, he claimed that the elections concerned the countrys national security more than its municipal governance.","(1, 301)"
96,"On International Womens Day, March 8th, when thousands of participants demonstrated in Istanbul for womens rights, he declared them invaders and assured his supporters that the Turkish state can topple them with our police force and military.","(1, 302)"
97," Following the mass shooting in Christchurch, New Zealand, on March 15th, he showed fragments of the video taken by the terrorists helmet camera at rallies; he warned of the gunmans call for Christians to recapture Istanbul and vowed that attackers targeting Turkey would return home in caskets.","(1, 303)"
98," During the final week of the race, he announced that the military had conducted an air strike on a camp, in the Qandil mountains of northern Iraq, believed to belong to the Kurdistan Workers Party, or the P.K.K., a militant Kurdish separatist group that has been fighting the Turkish government for thirty-five years.","(1, 304)"
99,,"(1, 305)"
100,"After the preliminary results of Turkeys municipal elections were announced, on Sunday night, President Recep Tayyip Erdogan stood on the terrace of his partys Ankara headquarters with a microphone and, in a sombre tone, launched into a campaign song long popular with his supporters.","(1, 100)"
101,"Ours is a love story, a bit like a black-and-white film, Erdogan sang, as members of the crowd in the streets below joined him.","(1, 101)"
102,Television closeups showed some people in tears.,"(1, 102)"
103,"The Turkish leader had just learned that his Justice and Development Party, or the A.K.P., had narrowly lost the mayoralty of Ankara, the countrys capital, and might lose Istanbul, Turkeys largest city, in local elections that were seen as a referendum on his leadership.","(1, 103)"
104,Both cities had been controlled by the A.K.P.,"(1, 104)"
105,"or its Islamist forebears since 1994, when Erdogan was first elected the mayor of Istanbul.","(1, 105)"
106,The strongman President had suffered one of the most serious electoral defeats in a quarter-century as the countrys dominant political figure.,"(1, 106)"
107,,"(1, 107)"
108,"For the elections, Erdogan had aligned the A.K.P.","(1, 200)"
109,"with the ultra-right-wing National Movement Party, with which it currently holds a parliamentary majority, against an opposition coalition led by the secularist Republican Peoples Party (C.H.P.)","(1, 201)"
110,and its candidates.,"(1, 202)"
111,"The state-run Anadolu news agency reported that, in Istanbul, the C.H.P.s Ekrem Imamoglu garnered 48.79 per cent of the vote, edging out the A.K.P.s Binali Yldrm, a former Prime Minister, by less than three-tenths of a percentage point.","(1, 203)"
112,"In Ankara, the C.H.P.","(1, 204)"
113,"won by a larger margin, 50.93 per cent to 47.12 per cent.","(1, 205)"
114,(The C.H.P.,"(1, 206)"
115,"also further secured its grip on Izmir, Turkeys third-largest city, which it has controlled for fifteen years.)","(1, 207)"
116,"As of Monday morning, the A.K.P.","(1, 208)"
117,controlled nine fewer cities than it had before the vote; it now holds the mayoralty in thirty-nine of Turkeys eighty-one municipalities.,"(1, 209)"
118,,"(1, 210)"
119,"In the fifty days leading up to the elections, Erdogan had campaigned intensively, holding a hundred and two rallies in fifty-nine citiesand adopted increasingly nationalist rhetoric.","(1, 300)"
120,"Invoking a conspiracy that Turkey faces existential threats to its existence and prosperity by foreign-backed enemies, he claimed that the elections concerned the countrys national security more than its municipal governance.","(1, 301)"
121,"On International Womens Day, March 8th, when thousands of participants demonstrated in Istanbul for womens rights, he declared them invaders and assured his supporters that the Turkish state can topple them with our police force and military.","(1, 302)"
122," Following the mass shooting in Christchurch, New Zealand, on March 15th, he showed fragments of the video taken by the terrorists helmet camera at rallies; he warned of the gunmans call for Christians to recapture Istanbul and vowed that attackers targeting Turkey would return home in caskets.","(1, 303)"
123," During the final week of the race, he announced that the military had conducted an air strike on a camp, in the Qandil mountains of northern Iraq, believed to belong to the Kurdistan Workers Party, or the P.K.K., a militant Kurdish separatist group that has been fighting the Turkish government for thirty-five years.","(1, 304)"
124,,"(1, 305)"
125,"Erdogans sharp rhetoric appeared to be an effort to distract voters from Turkeys spiralling economic crisis, one that opposition members say is fuelled and perpetuated by Erdogans politics.","(1, 400)"
126,"In August, 2018, the value of the Turkish lira plunged, losing twenty-eight per cent of its value against the dollar.","(1, 401)"
127,"Though the lira has rebounded slightly since then, the country officially entered its first recession in a decade in March.","(1, 402)"
128,"Inflation is at twenty per cent, the price of produce has skyrocketed, and the federal minimum wage has fallen by roughly ten per cent since this time last year, to three hundred and sixty dollars a month.","(1, 403)"
129,"To force down prices, Erdogan installed government-subsidized vegetable stalls in city squares around the country.","(1, 404)"
130,He also called for Turkeys banking regulator to investigate a JPMorgan plot that he claimed was causing volatility in the value of the lira.,"(1, 405)"
131,,"(1, 406)"
132,"Near the end of the campaign, Erdogan seemed to grow increasingly desperate.","(1, 500)"
133,"Five days before the polls, he pledged to turn the Hagia Sophiaa Greek Orthodox cathedral turned Ottoman mosque turned museum, built by the Byzantine emperor Justinian I, in 537back into a mosque, a politically radical move that took even his supporters by surprise.","(1, 501)"
134,"In an attempt to attract younger voters, the A.K.P.","(1, 502)"
135,"built a Web site, GeleceginiSec.com (ChooseYourFuture.com), inspired by Black Mirror: Bandersnatch, the latest interactive episode of the Netflix series.","(1, 503)"
136,It allowed viewers to control the decisions of a young Turkish software coder on Election Day.,"(1, 504)"
137,His choice is to vote for the A.K.P.,"(1, 505)"
138,"or for the Otherswhich, according to the video, would spark mayhem in Turkeys streets and an economic collapse.","(1, 506)"
139,,"(1, 507)"
140,"After the preliminary results came in, Erdogan was quick to point out that, despite losing in the countrys three biggest cities, his party won the larger share of the general vote: 44.32 per cent, compared to 30.11 per cent for the C.H.P.","(1, 600)"
141,"As President, he still has the mandate to govern Turkey for another four years, until the next scheduled federal elections.","(1, 601)"
142,"Yet, on the campaign trail, he had often repeated the mantra Whoever wins Istanbul wins Turkey. Soner Cagaptay, the director of the Turkish Research Program at the Washington Institute for Near East Policy and the author of The New Sultan: Erdogan and the Crisis of Modern Turkey, told me that the loss of the countrys largest city was potent.","(1, 602)"
143,"Istanbul is where Erdogans political career started, and it made him a rock star, in political terms, he said.","(1, 603)"
144,Losing that city is a big blow to his political brand.,"(1, 604)"
145,,"(1, 605)"
146,"Erdogans sharp rhetoric appeared to be an effort to distract voters from Turkeys spiralling economic crisis, one that opposition members say is fuelled and perpetuated by Erdogans politics.","(1, 400)"
147,"In August, 2018, the value of the Turkish lira plunged, losing twenty-eight per cent of its value against the dollar.","(1, 401)"
148,"Though the lira has rebounded slightly since then, the country officially entered its first recession in a decade in March.","(1, 402)"
149,"Inflation is at twenty per cent, the price of produce has skyrocketed, and the federal minimum wage has fallen by roughly ten per cent since this time last year, to three hundred and sixty dollars a month.","(1, 403)"
150,"To force down prices, Erdogan installed government-subsidized vegetable stalls in city squares around the country.","(1, 404)"
151,He also called for Turkeys banking regulator to investigate a JPMorgan plot that he claimed was causing volatility in the value of the lira.,"(1, 405)"
152,,"(1, 406)"
153,"Near the end of the campaign, Erdogan seemed to grow increasingly desperate.","(1, 500)"
154,"Five days before the polls, he pledged to turn the Hagia Sophiaa Greek Orthodox cathedral turned Ottoman mosque turned museum, built by the Byzantine emperor Justinian I, in 537back into a mosque, a politically radical move that took even his supporters by surprise.","(1, 501)"
155,"In an attempt to attract younger voters, the A.K.P.","(1, 502)"
156,"built a Web site, GeleceginiSec.com (ChooseYourFuture.com), inspired by Black Mirror: Bandersnatch, the latest interactive episode of the Netflix series.","(1, 503)"
157,It allowed viewers to control the decisions of a young Turkish software coder on Election Day.,"(1, 504)"
158,His choice is to vote for the A.K.P.,"(1, 505)"
159,"or for the Otherswhich, according to the video, would spark mayhem in Turkeys streets and an economic collapse.","(1, 506)"
160,,"(1, 507)"
161,"After the preliminary results came in, Erdogan was quick to point out that, despite losing in the countrys three biggest cities, his party won the larger share of the general vote: 44.32 per cent, compared to 30.11 per cent for the C.H.P.","(1, 600)"
162,"As President, he still has the mandate to govern Turkey for another four years, until the next scheduled federal elections.","(1, 601)"
163,"Yet, on the campaign trail, he had often repeated the mantra Whoever wins Istanbul wins Turkey. Soner Cagaptay, the director of the Turkish Research Program at the Washington Institute for Near East Policy and the author of The New Sultan: Erdogan and the Crisis of Modern Turkey, told me that the loss of the countrys largest city was potent.","(1, 602)"
164,"Istanbul is where Erdogans political career started, and it made him a rock star, in political terms, he said.","(1, 603)"
165,Losing that city is a big blow to his political brand.,"(1, 604)"
166,,"(1, 605)"
167,"Erdogans sharp rhetoric appeared to be an effort to distract voters from Turkeys spiralling economic crisis, one that opposition members say is fuelled and perpetuated by Erdogans politics.","(1, 400)"
168,"In August, 2018, the value of the Turkish lira plunged, losing twenty-eight per cent of its value against the dollar.","(1, 401)"
169,"Though the lira has rebounded slightly since then, the country officially entered its first recession in a decade in March.","(1, 402)"
170,"Inflation is at twenty per cent, the price of produce has skyrocketed, and the federal minimum wage has fallen by roughly ten per cent since this time last year, to three hundred and sixty dollars a month.","(1, 403)"
171,"To force down prices, Erdogan installed government-subsidized vegetable stalls in city squares around the country.","(1, 404)"
172,He also called for Turkeys banking regulator to investigate a JPMorgan plot that he claimed was causing volatility in the value of the lira.,"(1, 405)"
173,,"(1, 406)"
174,"Near the end of the campaign, Erdogan seemed to grow increasingly desperate.","(1, 500)"
175,"Five days before the polls, he pledged to turn the Hagia Sophiaa Greek Orthodox cathedral turned Ottoman mosque turned museum, built by the Byzantine emperor Justinian I, in 537back into a mosque, a politically radical move that took even his supporters by surprise.","(1, 501)"
176,"In an attempt to attract younger voters, the A.K.P.","(1, 502)"
177,"built a Web site, GeleceginiSec.com (ChooseYourFuture.com), inspired by Black Mirror: Bandersnatch, the latest interactive episode of the Netflix series.","(1, 503)"
178,It allowed viewers to control the decisions of a young Turkish software coder on Election Day.,"(1, 504)"
179,His choice is to vote for the A.K.P.,"(1, 505)"
180,"or for the Otherswhich, according to the video, would spark mayhem in Turkeys streets and an economic collapse.","(1, 506)"
181,,"(1, 507)"
182,"After the preliminary results came in, Erdogan was quick to point out that, despite losing in the countrys three biggest cities, his party won the larger share of the general vote: 44.32 per cent, compared to 30.11 per cent for the C.H.P.","(1, 600)"
183,"As President, he still has the mandate to govern Turkey for another four years, until the next scheduled federal elections.","(1, 601)"
184,"Yet, on the campaign trail, he had often repeated the mantra Whoever wins Istanbul wins Turkey. Soner Cagaptay, the director of the Turkish Research Program at the Washington Institute for Near East Policy and the author of The New Sultan: Erdogan and the Crisis of Modern Turkey, told me that the loss of the countrys largest city was potent.","(1, 602)"
185,"Istanbul is where Erdogans political career started, and it made him a rock star, in political terms, he said.","(1, 603)"
186,Losing that city is a big blow to his political brand.,"(1, 604)"
187,,"(1, 605)"
188,"Erdogans sharp rhetoric appeared to be an effort to distract voters from Turkeys spiralling economic crisis, one that opposition members say is fuelled and perpetuated by Erdogans politics.","(1, 400)"
189,"In August, 2018, the value of the Turkish lira plunged, losing twenty-eight per cent of its value against the dollar.","(1, 401)"
190,"Though the lira has rebounded slightly since then, the country officially entered its first recession in a decade in March.","(1, 402)"
191,"Inflation is at twenty per cent, the price of produce has skyrocketed, and the federal minimum wage has fallen by roughly ten per cent since this time last year, to three hundred and sixty dollars a month.","(1, 403)"
192,"To force down prices, Erdogan installed government-subsidized vegetable stalls in city squares around the country.","(1, 404)"
193,He also called for Turkeys banking regulator to investigate a JPMorgan plot that he claimed was causing volatility in the value of the lira.,"(1, 405)"
194,,"(1, 406)"
195,"Near the end of the campaign, Erdogan seemed to grow increasingly desperate.","(1, 500)"
196,"Five days before the polls, he pledged to turn the Hagia Sophiaa Greek Orthodox cathedral turned Ottoman mosque turned museum, built by the Byzantine emperor Justinian I, in 537back into a mosque, a politically radical move that took even his supporters by surprise.","(1, 501)"
197,"In an attempt to attract younger voters, the A.K.P.","(1, 502)"
198,"built a Web site, GeleceginiSec.com (ChooseYourFuture.com), inspired by Black Mirror: Bandersnatch, the latest interactive episode of the Netflix series.","(1, 503)"
199,It allowed viewers to control the decisions of a young Turkish software coder on Election Day.,"(1, 504)"
200,His choice is to vote for the A.K.P.,"(1, 505)"
201,"or for the Otherswhich, according to the video, would spark mayhem in Turkeys streets and an economic collapse.","(1, 506)"
202,,"(1, 507)"
203,"After the preliminary results came in, Erdogan was quick to point out that, despite losing in the countrys three biggest cities, his party won the larger share of the general vote: 44.32 per cent, compared to 30.11 per cent for the C.H.P.","(1, 600)"
204,"As President, he still has the mandate to govern Turkey for another four years, until the next scheduled federal elections.","(1, 601)"
205,"Yet, on the campaign trail, he had often repeated the mantra Whoever wins Istanbul wins Turkey. Soner Cagaptay, the director of the Turkish Research Program at the Washington Institute for Near East Policy and the author of The New Sultan: Erdogan and the Crisis of Modern Turkey, told me that the loss of the countrys largest city was potent.","(1, 602)"
206,"Istanbul is where Erdogans political career started, and it made him a rock star, in political terms, he said.","(1, 603)"
207,Losing that city is a big blow to his political brand.,"(1, 604)"
208,,"(1, 605)"
209,"Erdogans sharp rhetoric appeared to be an effort to distract voters from Turkeys spiralling economic crisis, one that opposition members say is fuelled and perpetuated by Erdogans politics.","(1, 400)"
210,"In August, 2018, the value of the Turkish lira plunged, losing twenty-eight per cent of its value against the dollar.","(1, 401)"
211,"Though the lira has rebounded slightly since then, the country officially entered its first recession in a decade in March.","(1, 402)"
212,"Inflation is at twenty per cent, the price of produce has skyrocketed, and the federal minimum wage has fallen by roughly ten per cent since this time last year, to three hundred and sixty dollars a month.","(1, 403)"
213,"To force down prices, Erdogan installed government-subsidized vegetable stalls in city squares around the country.","(1, 404)"
214,He also called for Turkeys banking regulator to investigate a JPMorgan plot that he claimed was causing volatility in the value of the lira.,"(1, 405)"
215,,"(1, 406)"
216,"Near the end of the campaign, Erdogan seemed to grow increasingly desperate.","(1, 500)"
217,"Five days before the polls, he pledged to turn the Hagia Sophiaa Greek Orthodox cathedral turned Ottoman mosque turned museum, built by the Byzantine emperor Justinian I, in 537back into a mosque, a politically radical move that took even his supporters by surprise.","(1, 501)"
218,"In an attempt to attract younger voters, the A.K.P.","(1, 502)"
219,"built a Web site, GeleceginiSec.com (ChooseYourFuture.com), inspired by Black Mirror: Bandersnatch, the latest interactive episode of the Netflix series.","(1, 503)"
220,It allowed viewers to control the decisions of a young Turkish software coder on Election Day.,"(1, 504)"
221,His choice is to vote for the A.K.P.,"(1, 505)"
222,"or for the Otherswhich, according to the video, would spark mayhem in Turkeys streets and an economic collapse.","(1, 506)"
223,,"(1, 507)"
224,"After the preliminary results came in, Erdogan was quick to point out that, despite losing in the countrys three biggest cities, his party won the larger share of the general vote: 44.32 per cent, compared to 30.11 per cent for the C.H.P.","(1, 600)"
225,"As President, he still has the mandate to govern Turkey for another four years, until the next scheduled federal elections.","(1, 601)"
226,"Yet, on the campaign trail, he had often repeated the mantra Whoever wins Istanbul wins Turkey. Soner Cagaptay, the director of the Turkish Research Program at the Washington Institute for Near East Policy and the author of The New Sultan: Erdogan and the Crisis of Modern Turkey, told me that the loss of the countrys largest city was potent.","(1, 602)"
227,"Istanbul is where Erdogans political career started, and it made him a rock star, in political terms, he said.","(1, 603)"
228,Losing that city is a big blow to his political brand.,"(1, 604)"
229,,"(1, 605)"
230,"Failing to secure Istanbul has financial consequences for Erdogans ruling party, too.","(1, 700)"
231,"In recent years, the city has served as a major source of A.K.P.","(1, 701)"
232,"patronage, generating large amounts of rent from construction, urban renovation, and zoning projects for businesses aligned with the Party, Cagaptay said.","(1, 702)"
233,Under A.K.P.,"(1, 703)"
234,"rule, government-owned housing has grown significantly.","(1, 704)"
235,"Between its founding, in 1984, and 2002, Turkeys public-housing-development agency produced a little more than forty-three thousand units; during the Erdogan era, between 2003 and 2015, it produced more than five hundred and fifty thousand.","(1, 705)"
236,"The ruling partys defeat in Istanbul means losing a significant source of rent to the opposition, Cagaptay saida major revenue source that has oiled the gears of the A.K.P.","(1, 706)"
237,machine and Erdogans rise.,"(1, 707)"
238,,"(1, 708)"
239,The results boosted the hopes of secular voters who have watched Erdogan win election after election and grow increasingly autocratic during his sixteen years in power.,"(1, 800)"
240,"Since a 2016 coup attempt failed to remove him from office, Erdogan has centralized power; removed his perceived opponents in the bureaucracy, judiciary, military, and police; and jailed tens of thousands of people.","(1, 801)"
241,"Nazm Dikbas, an artist living in Istanbuls Beyoglu district, told me that he hoped the results would create a more democratic atmosphere.","(1, 802)"
242,"I am cautious about getting carried away, but I am hopeful, he said.","(1, 803)"
243,,"(1, 804)"
244,"Erdogans party, though, is already beginning to fight the outcome.","(1, 900)"
245,"On Tuesday, the A.K.P.","(1, 901)"
246,"formally contested the Istanbul and Ankara results, alleging irregularities.","(1, 902)"
247,"But, even if the current results are corroborated by the final vote counts, which are expected on April 11th, at the earliest, some fear unrest during the transfer of power.","(1, 903)"
248,Others are anxious about A.K.P.,"(1, 904)"
249,meddling.,"(1, 905)"
250,"Erdogan will try to undermine local government, Cagaptay, the Washington-based Turkey expert, predicted.","(1, 906)"
251,There will be a contentious relationship.,"(1, 907)"
252,.,"(1, 908)"
253,.,"(1, 909)"
254,.,"(1, 910)"
255,[He] may not be so willing to settle for a Turkish-style cohabitation between his rule and opposition-controlled cities.,"(1, 911)"
256,,"(1, 912)"
257,"Failing to secure Istanbul has financial consequences for Erdogans ruling party, too.","(1, 700)"
258,"In recent years, the city has served as a major source of A.K.P.","(1, 701)"
259,"patronage, generating large amounts of rent from construction, urban renovation, and zoning projects for businesses aligned with the Party, Cagaptay said.","(1, 702)"
260,Under A.K.P.,"(1, 703)"
261,"rule, government-owned housing has grown significantly.","(1, 704)"
262,"Between its founding, in 1984, and 2002, Turkeys public-housing-development agency produced a little more than forty-three thousand units; during the Erdogan era, between 2003 and 2015, it produced more than five hundred and fifty thousand.","(1, 705)"
263,"The ruling partys defeat in Istanbul means losing a significant source of rent to the opposition, Cagaptay saida major revenue source that has oiled the gears of the A.K.P.","(1, 706)"
264,machine and Erdogans rise.,"(1, 707)"
265,,"(1, 708)"
