,sentence,sentence_id
43,"We are using one of these websites, to compare our summaries to in order to assess their quality.","(6, 204)"
44,Another online text summarizer takes in a URL or the text that needs to be summarized and outputs a summary containing the number of sentences the user requests.,"(6, 205)"
45,This allows us to compare the quality of the summaries we generate with the quality of summaries existing tools create.,"(6, 206)"
46,,"(6, 207)"
47,nan,"(6, 300)"
48,TL;DR uses crowdsourcing to generate a summary of long and verbose text.,"(6, 100)"
49,"News articles, especially ones from The New Yorker, are notoriously long and winding.","(6, 101)"
50,"In addition, dense, lengthy language makes it hard for people to keep up with the news when they don’t have a lot of time.","(6, 102)"
51,"By using the crowd to filter out superfluous sentences or highlighting important ones, a summary is generated that includes only information most people would find important.","(6, 103)"
52,It also reduces s the complexity and length of the article  thus allowing users to understand its content without having to read the entire thing.,"(6, 104)"
53,"Further, we hope that this same technique could be extended in the future to be able to provide summaries for additional kinds of text, such as terms and conditions documents, privacy statements, academic papers, research studies, books, and any other long-form text.","(6, 105)"
54,,"(6, 106)"
55,"There are many news summary services that provide short, concise summaries of news articles every day.","(6, 200)"
56,"TheSkimm, is one such website that sends daily news article summaries to subscribers.","(6, 201)"
57,They also have an app that provides the same service for mobile devices.,"(6, 202)"
58,"Beyond those specific to news, there are numerous online summary generators that allow users to put in text and the service automatically generates a summary of that text.","(6, 203)"
59,"We are using one of these websites, to compare our summaries to in order to assess their quality.","(6, 204)"
60,Another online text summarizer takes in a URL or the text that needs to be summarized and outputs a summary containing the number of sentences the user requests.,"(6, 205)"
61,This allows us to compare the quality of the summaries we generate with the quality of summaries existing tools create.,"(6, 206)"
62,,"(6, 207)"
63,nan,"(6, 300)"
64,TL;DR uses crowdsourcing to generate a summary of long and verbose text.,"(6, 100)"
65,"News articles, especially ones from The New Yorker, are notoriously long and winding.","(6, 101)"
66,"In addition, dense, lengthy language makes it hard for people to keep up with the news when they don’t have a lot of time.","(6, 102)"
67,"By using the crowd to filter out superfluous sentences or highlighting important ones, a summary is generated that includes only information most people would find important.","(6, 103)"
68,It also reduces s the complexity and length of the article  thus allowing users to understand its content without having to read the entire thing.,"(6, 104)"
69,"Further, we hope that this same technique could be extended in the future to be able to provide summaries for additional kinds of text, such as terms and conditions documents, privacy statements, academic papers, research studies, books, and any other long-form text.","(6, 105)"
70,,"(6, 106)"
71,"There are many news summary services that provide short, concise summaries of news articles every day.","(6, 200)"
72,"TheSkimm, is one such website that sends daily news article summaries to subscribers.","(6, 201)"
73,They also have an app that provides the same service for mobile devices.,"(6, 202)"
74,"Beyond those specific to news, there are numerous online summary generators that allow users to put in text and the service automatically generates a summary of that text.","(6, 203)"
75,"We are using one of these websites, to compare our summaries to in order to assess their quality.","(6, 204)"
76,Another online text summarizer takes in a URL or the text that needs to be summarized and outputs a summary containing the number of sentences the user requests.,"(6, 205)"
77,This allows us to compare the quality of the summaries we generate with the quality of summaries existing tools create.,"(6, 206)"
78,,"(6, 207)"
79,nan,"(6, 300)"
80,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
81,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
82,"First, we gather a news articles from The New Yorker.","(6, 402)"
83,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
84,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
85,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
86,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
87,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
88,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
89,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
90,,"(6, 410)"
91,nan,"(6, 500)"
92,nan,"(6, 600)"
93,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
94,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
95,"First, we gather a news articles from The New Yorker.","(6, 402)"
96,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
97,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
98,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
99,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
100,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
101,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
102,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
103,,"(6, 410)"
104,nan,"(6, 500)"
105,nan,"(6, 600)"
106,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
107,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
108,"First, we gather a news articles from The New Yorker.","(6, 402)"
109,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
110,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
111,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
112,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
113,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
114,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
115,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
116,,"(6, 410)"
117,nan,"(6, 500)"
118,nan,"(6, 600)"
119,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
120,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
121,"First, we gather a news articles from The New Yorker.","(6, 402)"
122,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
123,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
124,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
125,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
126,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
127,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
128,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
129,,"(6, 410)"
130,nan,"(6, 500)"
131,nan,"(6, 600)"
132,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
133,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
134,"First, we gather a news articles from The New Yorker.","(6, 402)"
135,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
136,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
137,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
138,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
139,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
140,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
141,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
142,,"(6, 410)"
143,nan,"(6, 500)"
144,nan,"(6, 600)"
145,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
146,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
147,"First, we gather a news articles from The New Yorker.","(6, 402)"
148,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
149,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
150,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
151,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
152,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
153,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
154,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
155,,"(6, 410)"
156,nan,"(6, 500)"
157,nan,"(6, 600)"
158,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
159,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
160,"First, we gather a news articles from The New Yorker.","(6, 402)"
161,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
162,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
163,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
164,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
165,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
166,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
167,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
168,,"(6, 410)"
169,nan,"(6, 500)"
170,nan,"(6, 600)"
171,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
172,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
173,We used a real crowd for our final project.,"(6, 702)"
174,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
175,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
176,,"(6, 705)"
177,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
178,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
179,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
180,,"(6, 803)"
181,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
182,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
183,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
184,,"(6, 903)"
185,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
186,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
187,We used a real crowd for our final project.,"(6, 702)"
188,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
189,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
190,,"(6, 705)"
191,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
192,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
193,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
194,,"(6, 803)"
195,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
196,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
197,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
198,,"(6, 903)"
199,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
200,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
201,We used a real crowd for our final project.,"(6, 702)"
202,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
203,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
204,,"(6, 705)"
205,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
206,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
207,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
208,,"(6, 803)"
209,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
210,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
211,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
212,,"(6, 903)"
213,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
214,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
215,We used a real crowd for our final project.,"(6, 702)"
216,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
217,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
218,,"(6, 705)"
219,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
220,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
221,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
222,,"(6, 803)"
223,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
224,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
225,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
226,,"(6, 903)"
227,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
228,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
229,We used a real crowd for our final project.,"(6, 702)"
230,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
231,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
232,,"(6, 705)"
233,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
234,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
235,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
236,,"(6, 803)"
237,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
238,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
239,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
240,,"(6, 903)"
241,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
242,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
243,We used a real crowd for our final project.,"(6, 702)"
244,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
245,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
246,,"(6, 705)"
247,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
248,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
249,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
250,,"(6, 803)"
251,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
252,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
253,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
254,,"(6, 903)"
255,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
256,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
257,We used a real crowd for our final project.,"(6, 702)"
258,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
259,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
260,,"(6, 705)"
261,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
262,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
263,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
264,,"(6, 803)"
265,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
266,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
267,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
268,,"(6, 903)"
269,The crowd provides input on which sentences within a passage are most important or least important.,"(6, 1000)"
270,"In one HIT, crowd workers click on the sentences within a section of text which are most relevant to the main idea of the passage.","(6, 1001)"
271,The workers identify which sentences are most important for someone to read if they want to understand the central argument but do not have time to read the entire article.,"(6, 1002)"
272,"In another HIT, crowd workers click on the sentences within a section of text which are least relevant to the main idea of the passage.","(6, 1003)"
273,The workers identify which sentences are least important to understanding the central argument and can be skipped if someone does not have time to read the entire article.,"(6, 1004)"
274,"In addition, the crowd also helps us evaluate the quality of the summaries by voting for the best summary.","(6, 1005)"
275,,"(6, 1006)"
276,"Automatic summarizers do exist, and we wanted to test whether a crowdsourced summary is better than an automated summary.","(6, 1100)"
277,"We presented crowdworkers with three summaries, one generated by an auto-summarization tool and two generated using our crowdsourced method.","(6, 1101)"
278,"In 73 % of occurences, crowdworkers preferred a crowdsourced summary to the automated summary.","(6, 1102)"
279,,"(6, 1103)"
280,"It is possible that at some point in the future, auto-summarizers will be just as good as or better than the crowd at creating a summary.","(6, 1200)"
281,"However, for now, crowdsourcing outperformed the automated process.","(6, 1201)"
282,"Additionally, any summarization algorithm would likely have to be trained with crowdsourced data.","(6, 1202)"
283,"We did not train a machine learning component, but our data could certainly be a good input for training a machine learning algorithm.","(6, 1203)"
284,,"(6, 1204)"
285,The crowd provides input on which sentences within a passage are most important or least important.,"(6, 1000)"
286,"In one HIT, crowd workers click on the sentences within a section of text which are most relevant to the main idea of the passage.","(6, 1001)"
287,The workers identify which sentences are most important for someone to read if they want to understand the central argument but do not have time to read the entire article.,"(6, 1002)"
288,"In another HIT, crowd workers click on the sentences within a section of text which are least relevant to the main idea of the passage.","(6, 1003)"
289,The workers identify which sentences are least important to understanding the central argument and can be skipped if someone does not have time to read the entire article.,"(6, 1004)"
290,"In addition, the crowd also helps us evaluate the quality of the summaries by voting for the best summary.","(6, 1005)"
291,,"(6, 1006)"
292,"Automatic summarizers do exist, and we wanted to test whether a crowdsourced summary is better than an automated summary.","(6, 1100)"
293,"We presented crowdworkers with three summaries, one generated by an auto-summarization tool and two generated using our crowdsourced method.","(6, 1101)"
294,"In 73 % of occurences, crowdworkers preferred a crowdsourced summary to the automated summary.","(6, 1102)"
295,,"(6, 1103)"
296,"It is possible that at some point in the future, auto-summarizers will be just as good as or better than the crowd at creating a summary.","(6, 1200)"
297,"However, for now, crowdsourcing outperformed the automated process.","(6, 1201)"
298,"Additionally, any summarization algorithm would likely have to be trained with crowdsourced data.","(6, 1202)"
299,"We did not train a machine learning component, but our data could certainly be a good input for training a machine learning algorithm.","(6, 1203)"
300,,"(6, 1204)"
301,The crowd provides input on which sentences within a passage are most important or least important.,"(6, 1000)"
302,"In one HIT, crowd workers click on the sentences within a section of text which are most relevant to the main idea of the passage.","(6, 1001)"
303,The workers identify which sentences are most important for someone to read if they want to understand the central argument but do not have time to read the entire article.,"(6, 1002)"
304,"In another HIT, crowd workers click on the sentences within a section of text which are least relevant to the main idea of the passage.","(6, 1003)"
305,The workers identify which sentences are least important to understanding the central argument and can be skipped if someone does not have time to read the entire article.,"(6, 1004)"
306,"In addition, the crowd also helps us evaluate the quality of the summaries by voting for the best summary.","(6, 1005)"
307,,"(6, 1006)"
308,"Automatic summarizers do exist, and we wanted to test whether a crowdsourced summary is better than an automated summary.","(6, 1100)"
309,"We presented crowdworkers with three summaries, one generated by an auto-summarization tool and two generated using our crowdsourced method.","(6, 1101)"
310,"In 73 % of occurences, crowdworkers preferred a crowdsourced summary to the automated summary.","(6, 1102)"
311,,"(6, 1103)"
312,"It is possible that at some point in the future, auto-summarizers will be just as good as or better than the crowd at creating a summary.","(6, 1200)"
313,"However, for now, crowdsourcing outperformed the automated process.","(6, 1201)"
314,"Additionally, any summarization algorithm would likely have to be trained with crowdsourced data.","(6, 1202)"
315,"We did not train a machine learning component, but our data could certainly be a good input for training a machine learning algorithm.","(6, 1203)"
316,,"(6, 1204)"
317,The crowd provides input on which sentences within a passage are most important or least important.,"(6, 1000)"
318,"In one HIT, crowd workers click on the sentences within a section of text which are most relevant to the main idea of the passage.","(6, 1001)"
319,The workers identify which sentences are most important for someone to read if they want to understand the central argument but do not have time to read the entire article.,"(6, 1002)"
320,"In another HIT, crowd workers click on the sentences within a section of text which are least relevant to the main idea of the passage.","(6, 1003)"
321,The workers identify which sentences are least important to understanding the central argument and can be skipped if someone does not have time to read the entire article.,"(6, 1004)"
322,"In addition, the crowd also helps us evaluate the quality of the summaries by voting for the best summary.","(6, 1005)"
323,,"(6, 1006)"
324,"Automatic summarizers do exist, and we wanted to test whether a crowdsourced summary is better than an automated summary.","(6, 1100)"
325,"We presented crowdworkers with three summaries, one generated by an auto-summarization tool and two generated using our crowdsourced method.","(6, 1101)"
326,"In 73 % of occurences, crowdworkers preferred a crowdsourced summary to the automated summary.","(6, 1102)"
327,,"(6, 1103)"
328,"It is possible that at some point in the future, auto-summarizers will be just as good as or better than the crowd at creating a summary.","(6, 1200)"
329,"However, for now, crowdsourcing outperformed the automated process.","(6, 1201)"
330,"Additionally, any summarization algorithm would likely have to be trained with crowdsourced data.","(6, 1202)"
331,"We did not train a machine learning component, but our data could certainly be a good input for training a machine learning algorithm.","(6, 1203)"
332,,"(6, 1204)"
333,The crowd provides input on which sentences within a passage are most important or least important.,"(6, 1000)"
334,"In one HIT, crowd workers click on the sentences within a section of text which are most relevant to the main idea of the passage.","(6, 1001)"
335,The workers identify which sentences are most important for someone to read if they want to understand the central argument but do not have time to read the entire article.,"(6, 1002)"
336,"In another HIT, crowd workers click on the sentences within a section of text which are least relevant to the main idea of the passage.","(6, 1003)"
337,The workers identify which sentences are least important to understanding the central argument and can be skipped if someone does not have time to read the entire article.,"(6, 1004)"
338,"In addition, the crowd also helps us evaluate the quality of the summaries by voting for the best summary.","(6, 1005)"
339,,"(6, 1006)"
