,agreement,article_id,max_votes,sentence_order,votes
58,0.0,6,8,"(6, 1204)",0
59,50.0,6,8,"(6, 1300)",4
60,12.5,6,8,"(6, 1301)",1
61,37.5,6,8,"(6, 1302)",3
62,25.0,6,8,"(6, 1303)",2
63,0.0,6,8,"(6, 1304)",0
64,25.0,6,8,"(6, 1400)",2
65,25.0,6,8,"(6, 1401)",2
66,25.0,6,8,"(6, 1402)",2
67,37.5,6,8,"(6, 1403)",3
68,0.0,6,8,"(6, 1404)",0
69,25.0,6,8,"(6, 1500)",2
70,50.0,6,8,"(6, 1501)",4
71,50.0,6,8,"(6, 1502)",4
72,0.0,6,8,"(6, 1503)",0
73,62.5,6,8,"(6, 1600)",5
74,12.5,6,8,"(6, 1601)",1
75,0.0,6,8,"(6, 1602)",0
76,12.5,6,8,"(6, 1603)",1
77,50.0,6,8,"(6, 1604)",4
78,0.0,6,8,"(6, 1605)",0
79,25.0,6,8,"(6, 1700)",2
80,37.5,6,8,"(6, 1701)",3
81,12.5,6,8,"(6, 1702)",1
82,37.5,6,8,"(6, 1703)",3
83,25.0,6,8,"(6, 1704)",2
84,0.0,6,8,"(6, 1705)",0
85,0.0,6,8,"(6, 1800)",0
86,50.0,6,8,"(6, 1801)",4
87,25.0,6,8,"(6, 1802)",2
88,62.5,6,8,"(6, 1803)",5
89,0.0,6,8,"(6, 1804)",0
90,0.0,6,8,"(6, 2200)",0
91,37.5,6,8,"(6, 2201)",3
92,0.0,6,8,"(6, 2202)",0
93,12.5,6,8,"(6, 2300)",1
94,12.5,6,8,"(6, 2301)",1
95,12.5,6,8,"(6, 2302)",1
96,37.5,6,8,"(6, 2303)",3
97,25.0,6,8,"(6, 2304)",2
98,0.0,6,8,"(6, 2305)",0
99,37.5,6,8,"(6, 2400)",3
100,0.0,6,8,"(6, 2401)",0
101,12.5,6,8,"(6, 2500)",1
102,25.0,6,8,"(6, 2501)",2
103,12.5,6,8,"(6, 2502)",1
104,0.0,6,8,"(6, 2503)",0
105,25.0,6,8,"(6, 2600)",2
106,0.0,6,8,"(6, 2601)",0
107,25.0,6,8,"(6, 2700)",2
108,25.0,6,8,"(6, 2701)",2
109,62.5,6,8,"(6, 2702)",5
110,0.0,6,8,"(6, 2703)",0
111,12.5,6,8,"(6, 2800)",1
112,0.0,6,8,"(6, 2801)",0
113,0.0,6,8,"(6, 2802)",0
114,62.5,6,8,"(6, 2900)",5
115,37.5,6,8,"(6, 2901)",3
116,62.5,6,8,"(6, 2902)",5
117,25.0,6,8,"(6, 2903)",2
118,0.0,6,8,"(6, 2904)",0
119,25.0,6,8,"(6, 3000)",2
120,25.0,6,8,"(6, 3001)",2
121,50.0,6,8,"(6, 3002)",4
122,12.5,6,8,"(6, 3003)",1
123,75.0,6,8,"(6, 3004)",6
124,25.0,6,8,"(6, 3005)",2
125,0.0,6,8,"(6, 3006)",0
126,12.5,6,8,"(6, 3100)",1
127,37.5,6,8,"(6, 3101)",3
128,25.0,6,8,"(6, 3102)",2
129,37.5,6,8,"(6, 3103)",3
130,25.0,6,8,"(6, 3104)",2
131,12.5,6,8,"(6, 3105)",1
132,0.0,6,8,"(6, 3106)",0
133,0.0,6,8,"(6, 3200)",0
134,25.0,6,8,"(6, 3201)",2
135,50.0,6,8,"(6, 3202)",4
136,25.0,6,8,"(6, 3203)",2
137,0.0,6,8,"(6, 3204)",0
138,50.0,6,8,"(6, 3300)",4
139,12.5,6,8,"(6, 3301)",1
140,12.5,6,8,"(6, 3302)",1
141,0.0,6,8,"(6, 3303)",0
142,12.5,6,8,"(6, 3400)",1
143,62.5,6,8,"(6, 3401)",5
144,50.0,6,8,"(6, 3402)",4
145,50.0,6,8,"(6, 3403)",4
146,50.0,6,8,"(6, 3404)",4
147,0.0,6,8,"(6, 3405)",0
148,12.5,6,8,"(6, 3500)",1
149,37.5,6,8,"(6, 3501)",3
150,25.0,6,8,"(6, 3502)",2
151,37.5,6,8,"(6, 3503)",3
152,50.0,6,8,"(6, 3504)",4
153,62.5,6,8,"(6, 3505)",5
154,0.0,6,8,"(6, 3506)",0
155,0.0,6,8,"(6, 3507)",0
156,37.5,6,8,"(6, 3600)",3
157,25.0,6,8,"(6, 3601)",2
158,25.0,6,8,"(6, 3602)",2
159,12.5,6,8,"(6, 3603)",1
160,0.0,6,8,"(6, 3604)",0
161,12.5,6,8,"(6, 3700)",1
162,50.0,6,8,"(6, 3701)",4
163,25.0,6,8,"(6, 3702)",2
164,37.5,6,8,"(6, 3703)",3
165,37.5,6,8,"(6, 3704)",3
166,50.0,6,8,"(6, 3705)",4
167,12.5,6,8,"(6, 3706)",1
168,0.0,6,8,"(6, 3707)",0
169,25.0,6,8,"(6, 3800)",2
170,62.5,6,8,"(6, 3801)",5
171,12.5,6,8,"(6, 3802)",1
172,0.0,6,8,"(6, 3803)",0
173,0.0,6,8,"(6, 3804)",0
174,0.0,6,8,"(6, 3900)",0
175,0.0,6,8,"(6, 3901)",0
176,37.5,6,8,"(6, 3902)",3
177,37.5,6,8,"(6, 3903)",3
178,62.5,6,8,"(6, 3904)",5
179,37.5,6,8,"(6, 3905)",3
180,25.0,6,8,"(6, 3906)",2
181,25.0,6,8,"(6, 3907)",2
182,0.0,6,8,"(6, 3908)",0
183,37.5,6,8,"(6, 4000)",3
184,25.0,6,8,"(6, 4001)",2
185,50.0,6,8,"(6, 4002)",4
186,50.0,6,8,"(6, 4003)",4
187,0.0,6,8,"(6, 4004)",0
188,12.5,6,8,"(6, 4100)",1
189,50.0,6,8,"(6, 4101)",4
190,25.0,6,8,"(6, 4102)",2
191,62.5,6,8,"(6, 4103)",5
192,37.5,6,8,"(6, 4104)",3
193,0.0,6,8,"(6, 4105)",0
194,12.5,6,8,"(6, 4200)",1
195,75.0,6,8,"(6, 4201)",6
196,12.5,6,8,"(6, 4202)",1
197,25.0,6,8,"(6, 4203)",2
198,0.0,6,8,"(6, 4204)",0
199,12.5,6,8,"(6, 4300)",1
200,25.0,6,8,"(6, 4301)",2
201,25.0,6,8,"(6, 4302)",2
202,25.0,6,8,"(6, 4303)",2
203,50.0,6,8,"(6, 4304)",4
204,37.5,6,8,"(6, 4305)",3
205,0.0,6,8,"(6, 4306)",0
206,25.0,6,8,"(6, 4400)",2
207,12.5,6,8,"(6, 4401)",1
208,62.5,6,8,"(6, 4402)",5
209,75.0,6,8,"(6, 4403)",6
210,37.5,6,8,"(6, 4404)",3
211,25.0,6,8,"(6, 4405)",2
212,0.0,6,8,"(6, 4406)",0
213,0.0,6,8,"(6, 4500)",0
214,12.5,6,8,"(6, 4501)",1
215,37.5,6,8,"(6, 4502)",3
216,37.5,6,8,"(6, 4503)",3
217,50.0,6,8,"(6, 4504)",4
218,0.0,6,8,"(6, 4505)",0
219,12.5,6,8,"(6, 4600)",1
220,25.0,6,8,"(6, 4601)",2
221,37.5,6,8,"(6, 4602)",3
222,50.0,6,8,"(6, 4603)",4
223,37.5,6,8,"(6, 4604)",3
224,12.5,6,8,"(6, 4605)",1
225,0.0,6,8,"(6, 4606)",0
226,0.0,6,8,"(6, 4700)",0
227,0.0,6,8,"(6, 4800)",0
228,25.0,6,8,"(6, 1900)",2
229,25.0,6,8,"(6, 1901)",2
230,100.0,6,8,"(6, 1902)",8
231,50.0,6,8,"(6, 1903)",4
232,0.0,6,8,"(6, 1904)",0
233,25.0,6,8,"(6, 2000)",2
234,62.5,6,8,"(6, 2001)",5
235,37.5,6,8,"(6, 2002)",3
236,75.0,6,8,"(6, 2003)",6
237,0.0,6,8,"(6, 2004)",0
238,25.0,6,8,"(6, 2100)",2
239,50.0,6,8,"(6, 2101)",4
240,0.0,6,8,"(6, 2102)",0
