,agreement,article_id,max_votes,sentence_order,votes
77,0.0,2,8,"(2, 404)",0
78,37.5,2,8,"(2, 500)",3
79,25.0,2,8,"(2, 501)",2
80,37.5,2,8,"(2, 502)",3
81,0.0,2,8,"(2, 503)",0
82,25.0,2,8,"(2, 600)",2
83,12.5,2,8,"(2, 601)",1
84,0.0,2,8,"(2, 602)",0
85,62.5,2,8,"(2, 603)",5
86,0.0,2,8,"(2, 604)",0
87,12.5,2,8,"(2, 700)",1
88,37.5,2,8,"(2, 701)",3
89,12.5,2,8,"(2, 702)",1
90,0.0,2,8,"(2, 703)",0
91,25.0,2,8,"(2, 800)",2
92,25.0,2,8,"(2, 801)",2
93,25.0,2,8,"(2, 802)",2
94,12.5,2,8,"(2, 803)",1
95,0.0,2,8,"(2, 804)",0
96,25.0,2,8,"(2, 805)",2
97,0.0,2,8,"(2, 806)",0
98,0.0,2,8,"(2, 807)",0
99,0.0,2,8,"(2, 808)",0
100,12.5,2,8,"(2, 900)",1
101,37.5,2,8,"(2, 901)",3
102,12.5,2,8,"(2, 902)",1
103,12.5,2,8,"(2, 903)",1
104,12.5,2,8,"(2, 904)",1
105,12.5,2,8,"(2, 905)",1
106,0.0,2,8,"(2, 906)",0
107,50.0,2,8,"(2, 1000)",4
108,25.0,2,8,"(2, 1001)",2
109,0.0,2,8,"(2, 1002)",0
110,12.5,2,8,"(2, 1003)",1
111,37.5,2,8,"(2, 1004)",3
112,25.0,2,8,"(2, 1005)",2
113,25.0,2,8,"(2, 1006)",2
114,50.0,2,8,"(2, 1007)",4
115,0.0,2,8,"(2, 1008)",0
116,0.0,2,8,"(2, 1100)",0
117,12.5,2,8,"(2, 1101)",1
118,0.0,2,8,"(2, 1102)",0
119,0.0,2,8,"(2, 1103)",0
120,0.0,2,8,"(2, 1104)",0
121,25.0,2,8,"(2, 1105)",2
122,12.5,2,8,"(2, 1106)",1
123,0.0,2,8,"(2, 1107)",0
124,50.0,2,8,"(2, 1200)",4
125,25.0,2,8,"(2, 1201)",2
126,25.0,2,8,"(2, 1202)",2
127,25.0,2,8,"(2, 1203)",2
128,75.0,2,8,"(2, 1204)",6
129,12.5,2,8,"(2, 1205)",1
130,0.0,2,8,"(2, 1206)",0
131,0.0,2,8,"(2, 1300)",0
132,25.0,2,8,"(2, 1301)",2
133,12.5,2,8,"(2, 1302)",1
134,50.0,2,8,"(2, 1303)",4
135,37.5,2,8,"(2, 1304)",3
136,0.0,2,8,"(2, 1305)",0
137,12.5,2,8,"(2, 1400)",1
138,37.5,2,8,"(2, 1401)",3
139,25.0,2,8,"(2, 1402)",2
140,0.0,2,8,"(2, 1403)",0
141,25.0,2,8,"(2, 1404)",2
142,0.0,2,8,"(2, 1405)",0
143,12.5,2,8,"(2, 1406)",1
144,12.5,2,8,"(2, 1407)",1
145,0.0,2,8,"(2, 1408)",0
146,12.5,2,8,"(2, 1500)",1
147,75.0,2,8,"(2, 1501)",6
148,12.5,2,8,"(2, 1502)",1
149,12.5,2,8,"(2, 1503)",1
150,37.5,2,8,"(2, 1504)",3
151,37.5,2,8,"(2, 1505)",3
152,50.0,2,8,"(2, 1506)",4
153,0.0,2,8,"(2, 1507)",0
154,60.0,3,5,"(3, 100)",3
155,20.0,3,5,"(3, 101)",1
156,20.0,3,5,"(3, 102)",1
157,0.0,3,5,"(3, 103)",0
158,40.0,3,5,"(3, 200)",2
159,60.0,3,5,"(3, 201)",3
160,20.0,3,5,"(3, 202)",1
161,40.0,3,5,"(3, 203)",2
162,0.0,3,5,"(3, 204)",0
163,0.0,3,5,"(3, 205)",0
164,40.0,3,5,"(3, 300)",2
165,60.0,3,5,"(3, 301)",3
166,20.0,3,5,"(3, 302)",1
167,40.0,3,5,"(3, 303)",2
168,40.0,3,5,"(3, 304)",2
169,0.0,3,5,"(3, 305)",0
170,20.0,3,5,"(3, 400)",1
171,20.0,3,5,"(3, 401)",1
172,20.0,3,5,"(3, 402)",1
173,20.0,3,5,"(3, 403)",1
174,0.0,3,5,"(3, 404)",0
175,0.0,3,5,"(3, 405)",0
176,0.0,3,5,"(3, 500)",0
177,40.0,3,5,"(3, 501)",2
178,0.0,3,5,"(3, 502)",0
179,20.0,3,5,"(3, 503)",1
180,0.0,3,5,"(3, 504)",0
181,100.0,3,5,"(3, 505)",5
182,0.0,3,5,"(3, 506)",0
183,40.0,3,5,"(3, 600)",2
184,60.0,3,5,"(3, 601)",3
185,20.0,3,5,"(3, 602)",1
186,0.0,3,5,"(3, 603)",0
187,40.0,3,5,"(3, 700)",2
188,80.0,3,5,"(3, 701)",4
189,0.0,3,5,"(3, 702)",0
190,40.0,3,5,"(3, 703)",2
191,0.0,3,5,"(3, 704)",0
192,0.0,3,5,"(3, 800)",0
193,60.0,3,5,"(3, 801)",3
194,0.0,3,5,"(3, 802)",0
195,20.0,3,5,"(3, 803)",1
196,0.0,3,5,"(3, 804)",0
197,80.0,3,5,"(3, 900)",4
198,20.0,3,5,"(3, 901)",1
199,20.0,3,5,"(3, 902)",1
200,20.0,3,5,"(3, 903)",1
201,40.0,3,5,"(3, 904)",2
202,60.0,3,5,"(3, 905)",3
203,0.0,3,5,"(3, 906)",0
204,60.0,3,5,"(3, 1000)",3
205,20.0,3,5,"(3, 1001)",1
206,0.0,3,5,"(3, 1002)",0
207,40.0,3,5,"(3, 1003)",2
208,40.0,3,5,"(3, 1004)",2
209,0.0,3,5,"(3, 1005)",0
210,0.0,3,5,"(3, 1006)",0
211,0.0,3,5,"(3, 1100)",0
212,0.0,3,5,"(3, 1101)",0
213,20.0,3,5,"(3, 1102)",1
214,20.0,3,5,"(3, 1103)",1
215,40.0,3,5,"(3, 1104)",2
216,20.0,3,5,"(3, 1105)",1
217,0.0,3,5,"(3, 1106)",0
218,60.0,3,5,"(3, 1200)",3
219,0.0,3,5,"(3, 1201)",0
220,20.0,3,5,"(3, 1202)",1
221,0.0,3,5,"(3, 1203)",0
222,60.0,3,5,"(3, 1300)",3
223,40.0,3,5,"(3, 1301)",2
224,60.0,3,5,"(3, 1302)",3
225,0.0,3,5,"(3, 1303)",0
226,20.0,3,5,"(3, 1304)",1
227,40.0,3,5,"(3, 1305)",2
228,0.0,3,5,"(3, 1306)",0
229,60.0,3,5,"(3, 1400)",3
230,0.0,3,5,"(3, 1401)",0
231,0.0,3,5,"(3, 1402)",0
232,0.0,3,5,"(3, 1403)",0
233,40.0,3,5,"(3, 1500)",2
234,40.0,3,5,"(3, 1501)",2
235,20.0,3,5,"(3, 1502)",1
236,20.0,3,5,"(3, 1503)",1
237,0.0,3,5,"(3, 1504)",0
238,40.0,3,5,"(3, 1600)",2
239,20.0,3,5,"(3, 1601)",1
240,20.0,3,5,"(3, 1602)",1
241,60.0,3,5,"(3, 1603)",3
242,0.0,3,5,"(3, 1604)",0
243,0.0,3,5,"(3, 1700)",0
244,20.0,3,5,"(3, 1701)",1
245,20.0,3,5,"(3, 1702)",1
246,20.0,3,5,"(3, 1703)",1
247,40.0,3,5,"(3, 1704)",2
248,0.0,3,5,"(3, 1705)",0
249,40.0,3,5,"(3, 1800)",2
250,0.0,3,5,"(3, 1801)",0
251,20.0,3,5,"(3, 1802)",1
252,40.0,3,5,"(3, 1803)",2
253,20.0,3,5,"(3, 1804)",1
254,40.0,3,5,"(3, 1805)",2
255,60.0,3,5,"(3, 1806)",3
256,0.0,3,5,"(3, 1807)",0
257,0.0,3,5,"(3, 1808)",0
258,60.0,3,5,"(3, 1900)",3
259,20.0,3,5,"(3, 1901)",1
260,60.0,3,5,"(3, 1902)",3
261,40.0,3,5,"(3, 1903)",2
262,20.0,3,5,"(3, 1904)",1
263,0.0,3,5,"(3, 1905)",0
264,80.0,3,5,"(3, 2000)",4
265,40.0,3,5,"(3, 2001)",2
266,60.0,3,5,"(3, 2002)",3
267,20.0,3,5,"(3, 2003)",1
268,0.0,3,5,"(3, 2004)",0
269,0.0,3,5,"(3, 2100)",0
270,85.71428571428571,4,7,"(4, 100)",6
271,42.857142857142854,4,7,"(4, 101)",3
272,28.57142857142857,4,7,"(4, 102)",2
273,28.57142857142857,4,7,"(4, 103)",2
274,42.857142857142854,4,7,"(4, 104)",3
275,28.57142857142857,4,7,"(4, 105)",2
276,42.857142857142854,4,7,"(4, 106)",3
277,28.57142857142857,4,7,"(4, 107)",2
278,28.57142857142857,4,7,"(4, 108)",2
279,0.0,4,7,"(4, 109)",0
280,71.42857142857143,4,7,"(4, 200)",5
281,42.857142857142854,4,7,"(4, 201)",3
282,42.857142857142854,4,7,"(4, 202)",3
283,14.285714285714285,4,7,"(4, 203)",1
284,57.14285714285714,4,7,"(4, 204)",4
285,0.0,4,7,"(4, 205)",0
286,0.0,4,7,"(4, 206)",0
287,85.71428571428571,4,7,"(4, 207)",6
288,0.0,4,7,"(4, 208)",0
289,57.14285714285714,4,7,"(4, 300)",4
290,57.14285714285714,4,7,"(4, 301)",4
291,57.14285714285714,4,7,"(4, 302)",4
292,42.857142857142854,4,7,"(4, 303)",3
293,42.857142857142854,4,7,"(4, 304)",3
294,42.857142857142854,4,7,"(4, 305)",3
295,42.857142857142854,4,7,"(4, 306)",3
296,85.71428571428571,4,7,"(4, 307)",6
297,28.57142857142857,4,7,"(4, 308)",2
298,0.0,4,7,"(4, 309)",0
299,28.57142857142857,4,7,"(4, 400)",2
300,42.857142857142854,4,7,"(4, 401)",3
301,0.0,4,7,"(4, 402)",0
302,14.285714285714285,4,7,"(4, 403)",1
303,0.0,4,7,"(4, 404)",0
304,14.285714285714285,4,7,"(4, 405)",1
305,0.0,4,7,"(4, 406)",0
306,0.0,4,7,"(4, 500)",0
307,14.285714285714285,4,7,"(4, 501)",1
308,28.57142857142857,4,7,"(4, 502)",2
309,14.285714285714285,4,7,"(4, 503)",1
310,14.285714285714285,4,7,"(4, 504)",1
311,28.57142857142857,4,7,"(4, 505)",2
312,0.0,4,7,"(4, 506)",0
313,14.285714285714285,4,7,"(4, 507)",1
314,0.0,4,7,"(4, 508)",0
315,14.285714285714285,4,7,"(4, 600)",1
316,42.857142857142854,4,7,"(4, 601)",3
317,14.285714285714285,4,7,"(4, 602)",1
318,14.285714285714285,4,7,"(4, 603)",1
319,14.285714285714285,4,7,"(4, 604)",1
320,14.285714285714285,4,7,"(4, 605)",1
321,14.285714285714285,4,7,"(4, 606)",1
322,14.285714285714285,4,7,"(4, 607)",1
323,28.57142857142857,4,7,"(4, 608)",2
324,14.285714285714285,4,7,"(4, 609)",1
325,28.57142857142857,4,7,"(4, 610)",2
326,0.0,4,7,"(4, 611)",0
327,0.0,4,7,"(4, 612)",0
328,0.0,4,7,"(4, 613)",0
329,42.857142857142854,4,7,"(4, 700)",3
330,42.857142857142854,4,7,"(4, 701)",3
331,57.14285714285714,4,7,"(4, 702)",4
332,57.14285714285714,4,7,"(4, 703)",4
333,71.42857142857143,4,7,"(4, 704)",5
334,0.0,4,7,"(4, 705)",0
335,28.57142857142857,4,7,"(4, 800)",2
336,14.285714285714285,4,7,"(4, 801)",1
337,28.57142857142857,4,7,"(4, 802)",2
338,28.57142857142857,4,7,"(4, 803)",2
339,28.57142857142857,4,7,"(4, 804)",2
340,0.0,4,7,"(4, 805)",0
341,14.285714285714285,4,7,"(4, 900)",1
342,28.57142857142857,4,7,"(4, 901)",2
343,28.57142857142857,4,7,"(4, 902)",2
344,57.14285714285714,4,7,"(4, 903)",4
345,57.14285714285714,4,7,"(4, 904)",4
346,28.57142857142857,4,7,"(4, 905)",2
347,28.57142857142857,4,7,"(4, 906)",2
348,0.0,4,7,"(4, 907)",0
349,57.14285714285714,5,7,"(5, 100)",4
350,28.57142857142857,5,7,"(5, 101)",2
351,57.14285714285714,5,7,"(5, 102)",4
352,14.285714285714285,5,7,"(5, 103)",1
353,0.0,5,7,"(5, 104)",0
354,28.57142857142857,5,7,"(5, 200)",2
355,14.285714285714285,5,7,"(5, 201)",1
356,28.57142857142857,5,7,"(5, 202)",2
357,0.0,5,7,"(5, 203)",0
358,14.285714285714285,5,7,"(5, 204)",1
359,14.285714285714285,5,7,"(5, 205)",1
360,14.285714285714285,5,7,"(5, 206)",1
361,0.0,5,7,"(5, 207)",0
362,28.57142857142857,5,7,"(5, 300)",2
363,14.285714285714285,5,7,"(5, 301)",1
364,57.14285714285714,5,7,"(5, 302)",4
365,0.0,5,7,"(5, 303)",0
366,71.42857142857143,5,7,"(5, 400)",5
367,28.57142857142857,5,7,"(5, 401)",2
368,42.857142857142854,5,7,"(5, 402)",3
369,42.857142857142854,5,7,"(5, 403)",3
370,28.57142857142857,5,7,"(5, 404)",2
371,14.285714285714285,5,7,"(5, 405)",1
372,14.285714285714285,5,7,"(5, 406)",1
373,100.0,5,7,"(5, 407)",7
374,0.0,5,7,"(5, 408)",0
375,28.57142857142857,5,7,"(5, 500)",2
376,28.57142857142857,5,7,"(5, 501)",2
377,14.285714285714285,5,7,"(5, 502)",1
378,28.57142857142857,5,7,"(5, 503)",2
379,28.57142857142857,5,7,"(5, 504)",2
380,14.285714285714285,5,7,"(5, 505)",1
381,0.0,5,7,"(5, 506)",0
382,57.14285714285714,5,7,"(5, 600)",4
383,42.857142857142854,5,7,"(5, 601)",3
384,57.14285714285714,5,7,"(5, 602)",4
385,28.57142857142857,5,7,"(5, 603)",2
386,28.57142857142857,5,7,"(5, 604)",2
387,0.0,5,7,"(5, 605)",0
388,14.285714285714285,5,7,"(5, 700)",1
389,28.57142857142857,5,7,"(5, 701)",2
390,14.285714285714285,5,7,"(5, 702)",1
391,0.0,5,7,"(5, 703)",0
392,28.57142857142857,5,7,"(5, 800)",2
393,0.0,5,7,"(5, 801)",0
394,0.0,5,7,"(5, 802)",0
395,0.0,5,7,"(5, 803)",0
396,28.57142857142857,5,7,"(5, 804)",2
397,0.0,5,7,"(5, 805)",0
398,0.0,5,7,"(5, 806)",0
399,14.285714285714285,5,7,"(5, 807)",1
400,14.285714285714285,5,7,"(5, 808)",1
401,0.0,5,7,"(5, 809)",0
402,0.0,5,7,"(5, 810)",0
403,0.0,5,7,"(5, 900)",0
404,28.57142857142857,5,7,"(5, 901)",2
405,0.0,5,7,"(5, 902)",0
406,0.0,5,7,"(5, 903)",0
407,0.0,5,7,"(5, 904)",0
408,14.285714285714285,5,7,"(5, 905)",1
409,28.57142857142857,5,7,"(5, 906)",2
410,14.285714285714285,5,7,"(5, 907)",1
411,14.285714285714285,5,7,"(5, 908)",1
412,14.285714285714285,5,7,"(5, 909)",1
413,14.285714285714285,5,7,"(5, 910)",1
414,14.285714285714285,5,7,"(5, 911)",1
415,0.0,5,7,"(5, 912)",0
416,0.0,5,7,"(5, 913)",0
417,14.285714285714285,5,7,"(5, 914)",1
418,0.0,5,7,"(5, 915)",0
419,0.0,5,7,"(5, 916)",0
420,0.0,5,7,"(5, 917)",0
421,0.0,5,7,"(5, 918)",0
422,42.857142857142854,5,7,"(5, 1000)",3
423,28.57142857142857,5,7,"(5, 1001)",2
424,0.0,5,7,"(5, 1002)",0
425,14.285714285714285,5,7,"(5, 1003)",1
426,28.57142857142857,5,7,"(5, 1004)",2
427,14.285714285714285,5,7,"(5, 1005)",1
428,0.0,5,7,"(5, 1006)",0
429,14.285714285714285,5,7,"(5, 1007)",1
430,0.0,5,7,"(5, 1008)",0
431,0.0,5,7,"(5, 1009)",0
432,0.0,5,7,"(5, 1010)",0
433,57.14285714285714,5,7,"(5, 1100)",4
434,0.0,5,7,"(5, 1101)",0
435,0.0,5,7,"(5, 1102)",0
436,14.285714285714285,5,7,"(5, 1103)",1
437,0.0,5,7,"(5, 1104)",0
438,0.0,5,7,"(5, 1105)",0
439,14.285714285714285,5,7,"(5, 1106)",1
440,0.0,5,7,"(5, 1107)",0
441,14.285714285714285,5,7,"(5, 1200)",1
442,28.57142857142857,5,7,"(5, 1201)",2
443,0.0,5,7,"(5, 1202)",0
444,14.285714285714285,5,7,"(5, 1203)",1
445,0.0,5,7,"(5, 1204)",0
446,0.0,5,7,"(5, 1205)",0
447,0.0,5,7,"(5, 1206)",0
448,42.857142857142854,5,7,"(5, 1207)",3
449,14.285714285714285,5,7,"(5, 1208)",1
450,28.57142857142857,5,7,"(5, 1209)",2
451,0.0,5,7,"(5, 1210)",0
452,14.285714285714285,5,7,"(5, 1300)",1
453,28.57142857142857,5,7,"(5, 1301)",2
454,0.0,5,7,"(5, 1302)",0
455,28.57142857142857,5,7,"(5, 1303)",2
456,14.285714285714285,5,7,"(5, 1304)",1
457,0.0,5,7,"(5, 1305)",0
458,0.0,5,7,"(5, 1306)",0
459,42.857142857142854,5,7,"(5, 1400)",3
460,28.57142857142857,5,7,"(5, 1401)",2
461,14.285714285714285,5,7,"(5, 1402)",1
462,14.285714285714285,5,7,"(5, 1403)",1
463,0.0,5,7,"(5, 1404)",0
464,0.0,5,7,"(5, 1405)",0
465,0.0,5,7,"(5, 1406)",0
466,14.285714285714285,5,7,"(5, 1500)",1
467,28.57142857142857,5,7,"(5, 1501)",2
468,0.0,5,7,"(5, 1502)",0
469,0.0,5,7,"(5, 1503)",0
470,14.285714285714285,5,7,"(5, 1504)",1
471,0.0,5,7,"(5, 1505)",0
472,0.0,5,7,"(5, 1506)",0
473,14.285714285714285,5,7,"(5, 1507)",1
474,0.0,5,7,"(5, 1508)",0
475,0.0,5,7,"(5, 1509)",0
476,0.0,5,7,"(5, 1510)",0
477,42.857142857142854,5,7,"(5, 1600)",3
478,14.285714285714285,5,7,"(5, 1601)",1
479,0.0,5,7,"(5, 1602)",0
480,14.285714285714285,5,7,"(5, 1603)",1
481,28.57142857142857,5,7,"(5, 1604)",2
482,0.0,5,7,"(5, 1605)",0
483,0.0,5,7,"(5, 1606)",0
484,0.0,5,7,"(5, 1607)",0
485,14.285714285714285,5,7,"(5, 1608)",1
486,14.285714285714285,5,7,"(5, 1609)",1
487,0.0,5,7,"(5, 1610)",0
488,28.57142857142857,5,7,"(5, 1700)",2
489,28.57142857142857,5,7,"(5, 1701)",2
490,0.0,5,7,"(5, 1702)",0
491,0.0,5,7,"(5, 1703)",0
492,0.0,5,7,"(5, 1704)",0
493,28.57142857142857,5,7,"(5, 1705)",2
494,0.0,5,7,"(5, 1706)",0
495,42.857142857142854,5,7,"(5, 1800)",3
496,0.0,5,7,"(5, 1801)",0
497,14.285714285714285,5,7,"(5, 1802)",1
498,28.57142857142857,5,7,"(5, 1803)",2
499,14.285714285714285,5,7,"(5, 1804)",1
500,14.285714285714285,5,7,"(5, 1805)",1
501,0.0,5,7,"(5, 1806)",0
502,57.14285714285714,5,7,"(5, 1900)",4
503,57.14285714285714,5,7,"(5, 1901)",4
504,14.285714285714285,5,7,"(5, 1902)",1
505,42.857142857142854,5,7,"(5, 1903)",3
506,42.857142857142854,5,7,"(5, 1904)",3
507,42.857142857142854,5,7,"(5, 1905)",3
508,14.285714285714285,5,7,"(5, 1906)",1
509,14.285714285714285,5,7,"(5, 1907)",1
510,57.14285714285714,5,7,"(5, 1908)",4
511,28.57142857142857,5,7,"(5, 1909)",2
512,42.857142857142854,5,7,"(5, 1910)",3
513,28.57142857142857,5,7,"(5, 1911)",2
514,0.0,5,7,"(5, 1912)",0
515,28.57142857142857,5,7,"(5, 2000)",2
516,42.857142857142854,5,7,"(5, 2001)",3
517,14.285714285714285,5,7,"(5, 2002)",1
518,14.285714285714285,5,7,"(5, 2003)",1
519,14.285714285714285,5,7,"(5, 2004)",1
520,28.57142857142857,5,7,"(5, 2005)",2
521,28.57142857142857,5,7,"(5, 2006)",2
522,14.285714285714285,5,7,"(5, 2007)",1
523,42.857142857142854,5,7,"(5, 2008)",3
524,42.857142857142854,5,7,"(5, 2009)",3
525,14.285714285714285,5,7,"(5, 2010)",1
526,28.57142857142857,5,7,"(5, 2011)",2
527,0.0,5,7,"(5, 2012)",0
528,28.57142857142857,5,7,"(5, 2100)",2
529,14.285714285714285,5,7,"(5, 2101)",1
530,57.14285714285714,5,7,"(5, 2102)",4
531,57.14285714285714,5,7,"(5, 2103)",4
532,28.57142857142857,5,7,"(5, 2104)",2
533,57.14285714285714,5,7,"(5, 2105)",4
534,42.857142857142854,5,7,"(5, 2106)",3
535,0.0,5,7,"(5, 2107)",0
536,42.857142857142854,5,7,"(5, 2200)",3
537,14.285714285714285,5,7,"(5, 2201)",1
538,0.0,5,7,"(5, 2202)",0
539,28.57142857142857,5,7,"(5, 2203)",2
540,0.0,5,7,"(5, 2204)",0
541,0.0,5,7,"(5, 2205)",0
542,0.0,5,7,"(5, 2206)",0
543,57.14285714285714,5,7,"(5, 2300)",4
544,28.57142857142857,5,7,"(5, 2301)",2
545,0.0,5,7,"(5, 2302)",0
546,42.857142857142854,5,7,"(5, 2303)",3
547,28.57142857142857,5,7,"(5, 2304)",2
548,28.57142857142857,5,7,"(5, 2305)",2
549,0.0,5,7,"(5, 2306)",0
550,0.0,5,7,"(5, 2307)",0
551,28.57142857142857,5,7,"(5, 2400)",2
552,28.57142857142857,5,7,"(5, 2401)",2
553,0.0,5,7,"(5, 2402)",0
554,14.285714285714285,5,7,"(5, 2403)",1
555,42.857142857142854,5,7,"(5, 2404)",3
556,42.857142857142854,5,7,"(5, 2405)",3
557,14.285714285714285,5,7,"(5, 2406)",1
558,0.0,5,7,"(5, 2407)",0
559,100.0,5,7,"(5, 2800)",7
560,85.71428571428571,5,7,"(5, 2801)",6
561,71.42857142857143,5,7,"(5, 2802)",5
562,28.57142857142857,5,7,"(5, 2803)",2
563,71.42857142857143,5,7,"(5, 2804)",5
564,28.57142857142857,5,7,"(5, 2805)",2
565,0.0,5,7,"(5, 2806)",0
566,0.0,5,7,"(5, 2900)",0
567,0.0,5,7,"(5, 3000)",0
568,75.0,2,8,"(2, 100)",6
569,12.5,2,8,"(2, 101)",1
570,25.0,2,8,"(2, 102)",2
571,0.0,2,8,"(2, 103)",0
572,37.5,2,8,"(2, 200)",3
573,87.5,2,8,"(2, 201)",7
574,0.0,2,8,"(2, 202)",0
575,87.5,2,8,"(2, 203)",7
576,12.5,2,8,"(2, 204)",1
577,0.0,2,8,"(2, 205)",0
578,100.0,2,8,"(2, 300)",8
579,37.5,2,8,"(2, 301)",3
580,0.0,2,8,"(2, 302)",0
581,37.5,2,8,"(2, 303)",3
582,0.0,2,8,"(2, 304)",0
583,57.14285714285714,4,7,"(4, 1000)",4
584,57.14285714285714,4,7,"(4, 1001)",4
585,57.14285714285714,4,7,"(4, 1002)",4
586,85.71428571428571,4,7,"(4, 1003)",6
587,85.71428571428571,4,7,"(4, 1004)",6
588,85.71428571428571,4,7,"(4, 1005)",6
589,28.57142857142857,4,7,"(4, 1006)",2
590,100.0,4,7,"(4, 1007)",7
591,57.14285714285714,4,7,"(4, 1008)",4
592,0.0,4,7,"(4, 1009)",0
593,0.0,4,7,"(4, 1100)",0
594,0.0,4,7,"(4, 1200)",0
595,85.71428571428571,5,7,"(5, 2500)",6
596,71.42857142857143,5,7,"(5, 2501)",5
597,14.285714285714285,5,7,"(5, 2502)",1
598,42.857142857142854,5,7,"(5, 2503)",3
599,57.14285714285714,5,7,"(5, 2504)",4
600,85.71428571428571,5,7,"(5, 2505)",6
601,0.0,5,7,"(5, 2506)",0
602,100.0,5,7,"(5, 2600)",7
603,14.285714285714285,5,7,"(5, 2601)",1
604,28.57142857142857,5,7,"(5, 2602)",2
605,42.857142857142854,5,7,"(5, 2603)",3
606,0.0,5,7,"(5, 2604)",0
607,14.285714285714285,5,7,"(5, 2700)",1
608,57.14285714285714,5,7,"(5, 2701)",4
609,57.14285714285714,5,7,"(5, 2702)",4
610,71.42857142857143,5,7,"(5, 2703)",5
611,0.0,5,7,"(5, 2704)",0
