,sentence,sentence_id
43,"We are using one of these websites, to compare our summaries to in order to assess their quality.","(6, 204)"
44,Another online text summarizer takes in a URL or the text that needs to be summarized and outputs a summary containing the number of sentences the user requests.,"(6, 205)"
45,This allows us to compare the quality of the summaries we generate with the quality of summaries existing tools create.,"(6, 206)"
46,,"(6, 207)"
47,nan,"(6, 300)"
48,TL;DR uses crowdsourcing to generate a summary of long and verbose text.,"(6, 100)"
49,"News articles, especially ones from The New Yorker, are notoriously long and winding.","(6, 101)"
50,"In addition, dense, lengthy language makes it hard for people to keep up with the news when they don’t have a lot of time.","(6, 102)"
51,"By using the crowd to filter out superfluous sentences or highlighting important ones, a summary is generated that includes only information most people would find important.","(6, 103)"
52,It also reduces s the complexity and length of the article  thus allowing users to understand its content without having to read the entire thing.,"(6, 104)"
53,"Further, we hope that this same technique could be extended in the future to be able to provide summaries for additional kinds of text, such as terms and conditions documents, privacy statements, academic papers, research studies, books, and any other long-form text.","(6, 105)"
54,,"(6, 106)"
55,"There are many news summary services that provide short, concise summaries of news articles every day.","(6, 200)"
56,"TheSkimm, is one such website that sends daily news article summaries to subscribers.","(6, 201)"
57,They also have an app that provides the same service for mobile devices.,"(6, 202)"
58,"Beyond those specific to news, there are numerous online summary generators that allow users to put in text and the service automatically generates a summary of that text.","(6, 203)"
59,"We are using one of these websites, to compare our summaries to in order to assess their quality.","(6, 204)"
60,Another online text summarizer takes in a URL or the text that needs to be summarized and outputs a summary containing the number of sentences the user requests.,"(6, 205)"
61,This allows us to compare the quality of the summaries we generate with the quality of summaries existing tools create.,"(6, 206)"
62,,"(6, 207)"
63,nan,"(6, 300)"
64,TL;DR uses crowdsourcing to generate a summary of long and verbose text.,"(6, 100)"
65,"News articles, especially ones from The New Yorker, are notoriously long and winding.","(6, 101)"
66,"In addition, dense, lengthy language makes it hard for people to keep up with the news when they don’t have a lot of time.","(6, 102)"
67,"By using the crowd to filter out superfluous sentences or highlighting important ones, a summary is generated that includes only information most people would find important.","(6, 103)"
68,It also reduces s the complexity and length of the article  thus allowing users to understand its content without having to read the entire thing.,"(6, 104)"
69,"Further, we hope that this same technique could be extended in the future to be able to provide summaries for additional kinds of text, such as terms and conditions documents, privacy statements, academic papers, research studies, books, and any other long-form text.","(6, 105)"
70,,"(6, 106)"
71,"There are many news summary services that provide short, concise summaries of news articles every day.","(6, 200)"
72,"TheSkimm, is one such website that sends daily news article summaries to subscribers.","(6, 201)"
73,They also have an app that provides the same service for mobile devices.,"(6, 202)"
74,"Beyond those specific to news, there are numerous online summary generators that allow users to put in text and the service automatically generates a summary of that text.","(6, 203)"
75,"We are using one of these websites, to compare our summaries to in order to assess their quality.","(6, 204)"
76,Another online text summarizer takes in a URL or the text that needs to be summarized and outputs a summary containing the number of sentences the user requests.,"(6, 205)"
77,This allows us to compare the quality of the summaries we generate with the quality of summaries existing tools create.,"(6, 206)"
78,,"(6, 207)"
79,nan,"(6, 300)"
80,TL;DR uses crowdsourcing to generate a summary of long and verbose text.,"(6, 100)"
81,"News articles, especially ones from The New Yorker, are notoriously long and winding.","(6, 101)"
82,"In addition, dense, lengthy language makes it hard for people to keep up with the news when they don’t have a lot of time.","(6, 102)"
83,"By using the crowd to filter out superfluous sentences or highlighting important ones, a summary is generated that includes only information most people would find important.","(6, 103)"
84,It also reduces s the complexity and length of the article  thus allowing users to understand its content without having to read the entire thing.,"(6, 104)"
85,"Further, we hope that this same technique could be extended in the future to be able to provide summaries for additional kinds of text, such as terms and conditions documents, privacy statements, academic papers, research studies, books, and any other long-form text.","(6, 105)"
86,,"(6, 106)"
87,"There are many news summary services that provide short, concise summaries of news articles every day.","(6, 200)"
88,"TheSkimm, is one such website that sends daily news article summaries to subscribers.","(6, 201)"
89,They also have an app that provides the same service for mobile devices.,"(6, 202)"
90,"Beyond those specific to news, there are numerous online summary generators that allow users to put in text and the service automatically generates a summary of that text.","(6, 203)"
91,"We are using one of these websites, to compare our summaries to in order to assess their quality.","(6, 204)"
92,Another online text summarizer takes in a URL or the text that needs to be summarized and outputs a summary containing the number of sentences the user requests.,"(6, 205)"
93,This allows us to compare the quality of the summaries we generate with the quality of summaries existing tools create.,"(6, 206)"
94,,"(6, 207)"
95,nan,"(6, 300)"
96,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
97,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
98,"First, we gather a news articles from The New Yorker.","(6, 402)"
99,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
100,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
101,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
102,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
103,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
104,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
105,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
106,,"(6, 410)"
107,nan,"(6, 500)"
108,nan,"(6, 600)"
109,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
110,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
111,"First, we gather a news articles from The New Yorker.","(6, 402)"
112,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
113,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
114,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
115,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
116,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
117,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
118,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
119,,"(6, 410)"
120,nan,"(6, 500)"
121,nan,"(6, 600)"
122,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
123,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
124,"First, we gather a news articles from The New Yorker.","(6, 402)"
125,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
126,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
127,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
128,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
129,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
130,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
131,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
132,,"(6, 410)"
133,nan,"(6, 500)"
134,nan,"(6, 600)"
135,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
136,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
137,"First, we gather a news articles from The New Yorker.","(6, 402)"
138,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
139,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
140,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
141,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
142,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
143,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
144,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
145,,"(6, 410)"
146,nan,"(6, 500)"
147,nan,"(6, 600)"
148,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
149,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
150,"First, we gather a news articles from The New Yorker.","(6, 402)"
151,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
152,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
153,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
154,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
155,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
156,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
157,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
158,,"(6, 410)"
159,nan,"(6, 500)"
160,nan,"(6, 600)"
161,TL;DR is a business idea which uses crowdsourcing.,"(6, 400)"
162,It falls somewhere between engineering a complex system and conducting in-depth data analysis.,"(6, 401)"
163,"First, we gather a news articles from The New Yorker.","(6, 402)"
164,"(Note that if we were to implement our project in its most complete form as a business idea there, would be a website that offers users the ability to create human-generated summaries of text of their choice.","(6, 403)"
165,We would not be gathering the articles ourselves;  rather users would input the URL to the text that they want summarized and we would pull the text from there.),"(6, 404)"
166,"Then, we break each document into sections of 3 paragraphs each, and post a round of HITs on Mechanical Turk where Turkers must select the sentences that are important in these sections and another round of HITs where Turkers must delete the sentences that are not important in these sections.","(6, 405)"
167,"Next, we aggregate the data and generate two summaries, one from the HITs where Turkers selected important sentences and one from the HITs where Turkers deleted non-important sentences.","(6, 406)"
168,"Finally, we will post another round of HITs where Turkers are presented with the two Turker-generated summaries and the summary created by the online text summarizer.","(6, 407)"
169,They are tasked with choosing the most coherent and relevant summary of the three.,"(6, 408)"
170,Then we tally the number of votes each summary gets and determine how the quality of our summaries compared to that of summaries generated by existing tools.,"(6, 409)"
171,,"(6, 410)"
172,nan,"(6, 500)"
173,nan,"(6, 600)"
174,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
175,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
176,We used a real crowd for our final project.,"(6, 702)"
177,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
178,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
179,,"(6, 705)"
180,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
181,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
182,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
183,,"(6, 803)"
184,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
185,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
186,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
187,,"(6, 903)"
188,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
189,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
190,We used a real crowd for our final project.,"(6, 702)"
191,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
192,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
193,,"(6, 705)"
194,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
195,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
196,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
197,,"(6, 803)"
198,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
199,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
200,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
201,,"(6, 903)"
202,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
203,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
204,We used a real crowd for our final project.,"(6, 702)"
205,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
206,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
207,,"(6, 705)"
208,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
209,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
210,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
211,,"(6, 803)"
212,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
213,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
214,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
215,,"(6, 903)"
216,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
217,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
218,We used a real crowd for our final project.,"(6, 702)"
219,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
220,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
221,,"(6, 705)"
222,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
223,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
224,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
225,,"(6, 803)"
226,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
227,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
228,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
229,,"(6, 903)"
230,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
231,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
232,We used a real crowd for our final project.,"(6, 702)"
233,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
234,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
235,,"(6, 705)"
236,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
237,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
238,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
239,,"(6, 803)"
240,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
241,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
242,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
243,,"(6, 903)"
244,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
245,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
246,We used a real crowd for our final project.,"(6, 702)"
247,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
248,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
249,,"(6, 705)"
250,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
251,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
252,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
253,,"(6, 803)"
254,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
255,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
256,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
257,,"(6, 903)"
258,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
259,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
260,We used a real crowd for our final project.,"(6, 702)"
261,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
262,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
263,,"(6, 705)"
264,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
265,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
266,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
267,,"(6, 803)"
268,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
269,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
270,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
271,,"(6, 903)"
272,The members of our crowd will be Mechanical Turkers.,"(6, 700)"
273,"Because this task requires substantial reading in English, we will give this task to Turkers in the United States.","(6, 701)"
274,We used a real crowd for our final project.,"(6, 702)"
275,We posted HITs on Mechanical Turk and offered a reward for completing each HIT in which Turkers select or delete sentences.,"(6, 703)"
276,"10 unique Turkers looked at each section of each article, and approximately 50 Turkers in total gave us input.","(6, 704)"
277,,"(6, 705)"
278,"To incentivize the crowd to participate, we offer $0.03 for completing each HIT that contains a section of an article from which Turkers must select or delete sentences.","(6, 800)"
279,This is an effective incentive since reading these articles doesn’t require any specialized skills and the task is not especially time consuming.,"(6, 801)"
280,Turkers will complete the HIT to get the reasonable amount of money that is rewarded to complete the tasks.,"(6, 802)"
281,,"(6, 803)"
282,"To incentivize the crowd to complete HITs where they need to select the best summary, we offer a $0.05 reward for each HIT.","(6, 900)"
283,This is a high reward considering it requires no technical skills and takes very little time.,"(6, 901)"
284,We decided on this amount for reward since the completion of these HITs is crucial to determining the quality of the summaries we generated.,"(6, 902)"
285,,"(6, 903)"
286,The crowd provides input on which sentences within a passage are most important or least important.,"(6, 1000)"
287,"In one HIT, crowd workers click on the sentences within a section of text which are most relevant to the main idea of the passage.","(6, 1001)"
288,The workers identify which sentences are most important for someone to read if they want to understand the central argument but do not have time to read the entire article.,"(6, 1002)"
289,"In another HIT, crowd workers click on the sentences within a section of text which are least relevant to the main idea of the passage.","(6, 1003)"
290,The workers identify which sentences are least important to understanding the central argument and can be skipped if someone does not have time to read the entire article.,"(6, 1004)"
291,"In addition, the crowd also helps us evaluate the quality of the summaries by voting for the best summary.","(6, 1005)"
292,,"(6, 1006)"
293,"Automatic summarizers do exist, and we wanted to test whether a crowdsourced summary is better than an automated summary.","(6, 1100)"
294,"We presented crowdworkers with three summaries, one generated by an auto-summarization tool and two generated using our crowdsourced method.","(6, 1101)"
295,"In 73 % of occurences, crowdworkers preferred a crowdsourced summary to the automated summary.","(6, 1102)"
296,,"(6, 1103)"
297,"It is possible that at some point in the future, auto-summarizers will be just as good as or better than the crowd at creating a summary.","(6, 1200)"
298,"However, for now, crowdsourcing outperformed the automated process.","(6, 1201)"
299,"Additionally, any summarization algorithm would likely have to be trained with crowdsourced data.","(6, 1202)"
300,"We did not train a machine learning component, but our data could certainly be a good input for training a machine learning algorithm.","(6, 1203)"
301,,"(6, 1204)"
302,The crowd provides input on which sentences within a passage are most important or least important.,"(6, 1000)"
303,"In one HIT, crowd workers click on the sentences within a section of text which are most relevant to the main idea of the passage.","(6, 1001)"
304,The workers identify which sentences are most important for someone to read if they want to understand the central argument but do not have time to read the entire article.,"(6, 1002)"
305,"In another HIT, crowd workers click on the sentences within a section of text which are least relevant to the main idea of the passage.","(6, 1003)"
306,The workers identify which sentences are least important to understanding the central argument and can be skipped if someone does not have time to read the entire article.,"(6, 1004)"
307,"In addition, the crowd also helps us evaluate the quality of the summaries by voting for the best summary.","(6, 1005)"
308,,"(6, 1006)"
309,"Automatic summarizers do exist, and we wanted to test whether a crowdsourced summary is better than an automated summary.","(6, 1100)"
310,"We presented crowdworkers with three summaries, one generated by an auto-summarization tool and two generated using our crowdsourced method.","(6, 1101)"
311,"In 73 % of occurences, crowdworkers preferred a crowdsourced summary to the automated summary.","(6, 1102)"
312,,"(6, 1103)"
313,"It is possible that at some point in the future, auto-summarizers will be just as good as or better than the crowd at creating a summary.","(6, 1200)"
314,"However, for now, crowdsourcing outperformed the automated process.","(6, 1201)"
315,"Additionally, any summarization algorithm would likely have to be trained with crowdsourced data.","(6, 1202)"
316,"We did not train a machine learning component, but our data could certainly be a good input for training a machine learning algorithm.","(6, 1203)"
317,,"(6, 1204)"
318,The crowd provides input on which sentences within a passage are most important or least important.,"(6, 1000)"
319,"In one HIT, crowd workers click on the sentences within a section of text which are most relevant to the main idea of the passage.","(6, 1001)"
320,The workers identify which sentences are most important for someone to read if they want to understand the central argument but do not have time to read the entire article.,"(6, 1002)"
321,"In another HIT, crowd workers click on the sentences within a section of text which are least relevant to the main idea of the passage.","(6, 1003)"
322,The workers identify which sentences are least important to understanding the central argument and can be skipped if someone does not have time to read the entire article.,"(6, 1004)"
323,"In addition, the crowd also helps us evaluate the quality of the summaries by voting for the best summary.","(6, 1005)"
324,,"(6, 1006)"
325,"Automatic summarizers do exist, and we wanted to test whether a crowdsourced summary is better than an automated summary.","(6, 1100)"
326,"We presented crowdworkers with three summaries, one generated by an auto-summarization tool and two generated using our crowdsourced method.","(6, 1101)"
327,"In 73 % of occurences, crowdworkers preferred a crowdsourced summary to the automated summary.","(6, 1102)"
328,,"(6, 1103)"
329,"It is possible that at some point in the future, auto-summarizers will be just as good as or better than the crowd at creating a summary.","(6, 1200)"
330,"However, for now, crowdsourcing outperformed the automated process.","(6, 1201)"
331,"Additionally, any summarization algorithm would likely have to be trained with crowdsourced data.","(6, 1202)"
332,"We did not train a machine learning component, but our data could certainly be a good input for training a machine learning algorithm.","(6, 1203)"
333,,"(6, 1204)"
334,The crowd provides input on which sentences within a passage are most important or least important.,"(6, 1000)"
335,"In one HIT, crowd workers click on the sentences within a section of text which are most relevant to the main idea of the passage.","(6, 1001)"
336,The workers identify which sentences are most important for someone to read if they want to understand the central argument but do not have time to read the entire article.,"(6, 1002)"
337,"In another HIT, crowd workers click on the sentences within a section of text which are least relevant to the main idea of the passage.","(6, 1003)"
338,The workers identify which sentences are least important to understanding the central argument and can be skipped if someone does not have time to read the entire article.,"(6, 1004)"
339,"In addition, the crowd also helps us evaluate the quality of the summaries by voting for the best summary.","(6, 1005)"
340,,"(6, 1006)"
341,"Automatic summarizers do exist, and we wanted to test whether a crowdsourced summary is better than an automated summary.","(6, 1100)"
