,agreement,article_id,max_votes,sentence_order,votes
100,80.0,2,5,603,4
101,0.0,2,5,604,0
102,0.0,2,5,700,0
103,40.0,2,5,701,2
104,20.0,2,5,702,1
105,0.0,2,5,703,0
106,20.0,2,5,800,1
107,40.0,2,5,801,2
108,20.0,2,5,802,1
109,20.0,2,5,803,1
110,0.0,2,5,804,0
111,40.0,2,5,805,2
112,0.0,2,5,806,0
113,0.0,2,5,807,0
114,0.0,2,5,808,0
115,20.0,2,5,900,1
116,40.0,2,5,901,2
117,0.0,2,5,902,0
118,20.0,2,5,903,1
119,0.0,2,5,904,0
120,20.0,2,5,905,1
121,0.0,2,5,906,0
122,60.0,2,5,1000,3
123,20.0,2,5,1001,1
124,0.0,2,5,1002,0
125,20.0,2,5,1003,1
126,40.0,2,5,1004,2
127,20.0,2,5,1005,1
128,20.0,2,5,1006,1
129,40.0,2,5,1007,2
130,0.0,2,5,1008,0
131,0.0,2,5,1100,0
132,20.0,2,5,1101,1
133,0.0,2,5,1102,0
134,0.0,2,5,1103,0
135,0.0,2,5,1104,0
136,40.0,2,5,1105,2
137,20.0,2,5,1106,1
138,0.0,2,5,1107,0
139,20.0,2,5,1200,1
140,40.0,2,5,1201,2
141,20.0,2,5,1202,1
142,20.0,2,5,1203,1
143,60.0,2,5,1204,3
144,20.0,2,5,1205,1
145,0.0,2,5,1206,0
146,0.0,2,5,1300,0
147,20.0,2,5,1301,1
148,20.0,2,5,1302,1
149,40.0,2,5,1303,2
150,20.0,2,5,1304,1
151,0.0,2,5,1305,0
152,20.0,2,5,1400,1
153,40.0,2,5,1401,2
154,40.0,2,5,1402,2
155,0.0,2,5,1403,0
156,20.0,2,5,1404,1
157,0.0,2,5,1405,0
158,20.0,2,5,1406,1
159,20.0,2,5,1407,1
160,0.0,2,5,1408,0
161,0.0,2,5,1500,0
162,60.0,2,5,1501,3
163,0.0,2,5,1502,0
164,20.0,2,5,1503,1
165,40.0,2,5,1504,2
166,20.0,2,5,1505,1
167,40.0,2,5,1506,2
168,0.0,2,5,1507,0
169,50.0,3,4,100,2
170,25.0,3,4,101,1
171,25.0,3,4,102,1
172,0.0,3,4,103,0
173,25.0,3,4,200,1
174,75.0,3,4,201,3
175,25.0,3,4,202,1
176,50.0,3,4,203,2
177,0.0,3,4,204,0
178,0.0,3,4,205,0
179,50.0,3,4,300,2
180,50.0,3,4,301,2
181,25.0,3,4,302,1
182,25.0,3,4,303,1
183,50.0,3,4,304,2
184,0.0,3,4,305,0
185,25.0,3,4,400,1
186,25.0,3,4,401,1
187,25.0,3,4,402,1
188,25.0,3,4,403,1
189,0.0,3,4,404,0
190,0.0,3,4,405,0
191,0.0,3,4,500,0
192,50.0,3,4,501,2
193,0.0,3,4,502,0
194,25.0,3,4,503,1
195,0.0,3,4,504,0
196,100.0,3,4,505,4
197,0.0,3,4,506,0
198,25.0,3,4,600,1
199,50.0,3,4,601,2
200,25.0,3,4,602,1
201,0.0,3,4,603,0
202,0.0,3,4,700,0
203,50.0,3,4,701,2
204,0.0,3,4,702,0
205,25.0,3,4,703,1
206,0.0,3,4,704,0
207,0.0,3,4,800,0
208,50.0,3,4,801,2
209,0.0,3,4,802,0
210,25.0,3,4,803,1
211,0.0,3,4,804,0
212,50.0,3,4,900,2
213,0.0,3,4,901,0
214,25.0,3,4,902,1
215,25.0,3,4,903,1
216,50.0,3,4,904,2
217,50.0,3,4,905,2
218,0.0,3,4,906,0
219,75.0,3,4,1000,3
220,0.0,3,4,1001,0
221,0.0,3,4,1002,0
222,50.0,3,4,1003,2
223,25.0,3,4,1004,1
224,0.0,3,4,1005,0
225,0.0,3,4,1006,0
226,0.0,3,4,1100,0
227,0.0,3,4,1101,0
228,25.0,3,4,1102,1
229,25.0,3,4,1103,1
230,50.0,3,4,1104,2
231,25.0,3,4,1105,1
232,0.0,3,4,1106,0
233,50.0,3,4,1200,2
234,0.0,3,4,1201,0
235,25.0,3,4,1202,1
236,0.0,3,4,1203,0
237,50.0,3,4,1300,2
238,25.0,3,4,1301,1
239,25.0,3,4,1302,1
240,0.0,3,4,1303,0
241,25.0,3,4,1304,1
242,50.0,3,4,1305,2
243,0.0,3,4,1306,0
244,50.0,3,4,1400,2
245,0.0,3,4,1401,0
246,0.0,3,4,1402,0
247,0.0,3,4,1403,0
248,25.0,3,4,1500,1
249,50.0,3,4,1501,2
250,25.0,3,4,1502,1
251,25.0,3,4,1503,1
252,0.0,3,4,1504,0
253,25.0,3,4,1600,1
254,25.0,3,4,1601,1
255,25.0,3,4,1602,1
256,50.0,3,4,1603,2
257,0.0,3,4,1604,0
258,0.0,3,4,1700,0
259,25.0,3,4,1701,1
260,0.0,3,4,1702,0
261,25.0,3,4,1703,1
262,50.0,3,4,1704,2
263,0.0,3,4,1705,0
264,25.0,3,4,1800,1
265,0.0,3,4,1801,0
266,25.0,3,4,1802,1
267,25.0,3,4,1803,1
268,25.0,3,4,1804,1
269,25.0,3,4,1805,1
270,75.0,3,4,1806,3
271,0.0,3,4,1807,0
272,0.0,3,4,1808,0
273,50.0,3,4,1900,2
274,25.0,3,4,1901,1
275,75.0,3,4,1902,3
276,50.0,3,4,1903,2
277,25.0,3,4,1904,1
278,0.0,3,4,1905,0
279,75.0,3,4,2000,3
280,25.0,3,4,2001,1
281,75.0,3,4,2002,3
282,25.0,3,4,2003,1
283,0.0,3,4,2004,0
284,0.0,3,4,2100,0
285,60.0,4,5,100,3
286,40.0,4,5,101,2
287,20.0,4,5,102,1
288,0.0,4,5,103,0
289,40.0,4,5,104,2
290,20.0,4,5,105,1
291,40.0,4,5,106,2
292,40.0,4,5,107,2
293,20.0,4,5,108,1
294,0.0,4,5,109,0
295,60.0,4,5,200,3
296,20.0,4,5,201,1
297,20.0,4,5,202,1
298,0.0,4,5,203,0
299,40.0,4,5,204,2
300,0.0,4,5,205,0
301,0.0,4,5,206,0
302,60.0,4,5,207,3
303,0.0,4,5,208,0
304,60.0,4,5,300,3
305,40.0,4,5,301,2
306,60.0,4,5,302,3
307,40.0,4,5,303,2
308,40.0,4,5,304,2
309,40.0,4,5,305,2
310,20.0,4,5,306,1
311,80.0,4,5,307,4
312,0.0,4,5,308,0
313,0.0,4,5,309,0
314,20.0,4,5,400,1
315,40.0,4,5,401,2
316,0.0,4,5,402,0
317,20.0,4,5,403,1
318,0.0,4,5,404,0
319,20.0,4,5,405,1
320,0.0,4,5,406,0
321,0.0,4,5,500,0
322,20.0,4,5,501,1
323,40.0,4,5,502,2
324,20.0,4,5,503,1
325,20.0,4,5,504,1
326,40.0,4,5,505,2
327,0.0,4,5,506,0
328,20.0,4,5,507,1
329,0.0,4,5,508,0
330,0.0,4,5,600,0
331,40.0,4,5,601,2
332,20.0,4,5,602,1
333,20.0,4,5,603,1
334,20.0,4,5,604,1
335,20.0,4,5,605,1
336,20.0,4,5,606,1
337,20.0,4,5,607,1
338,40.0,4,5,608,2
339,20.0,4,5,609,1
340,20.0,4,5,610,1
341,0.0,4,5,611,0
342,0.0,4,5,612,0
343,0.0,4,5,613,0
344,60.0,4,5,700,3
345,60.0,4,5,701,3
346,60.0,4,5,702,3
347,80.0,4,5,703,4
348,100.0,4,5,704,5
349,0.0,4,5,705,0
350,40.0,4,5,800,2
351,20.0,4,5,801,1
352,20.0,4,5,802,1
353,40.0,4,5,803,2
354,40.0,4,5,804,2
355,0.0,4,5,805,0
356,20.0,4,5,900,1
357,40.0,4,5,901,2
358,40.0,4,5,902,2
359,60.0,4,5,903,3
360,80.0,4,5,904,4
361,40.0,4,5,905,2
362,40.0,4,5,906,2
363,0.0,4,5,907,0
364,60.0,4,5,1000,3
365,60.0,4,5,1001,3
366,60.0,4,5,1002,3
367,60.0,4,5,1003,3
368,80.0,4,5,1004,4
369,60.0,4,5,1005,3
370,40.0,4,5,1006,2
371,80.0,4,5,1007,4
372,20.0,4,5,1008,1
373,0.0,4,5,1009,0
374,0.0,4,5,1100,0
375,0.0,4,5,1200,0
376,20.0,5,5,100,1
377,20.0,5,5,101,1
378,60.0,5,5,102,3
379,0.0,5,5,103,0
380,0.0,5,5,104,0
381,0.0,5,5,200,0
382,0.0,5,5,201,0
383,40.0,5,5,202,2
384,0.0,5,5,203,0
385,20.0,5,5,204,1
386,0.0,5,5,205,0
387,0.0,5,5,206,0
388,0.0,5,5,207,0
389,0.0,5,5,300,0
390,20.0,5,5,301,1
391,40.0,5,5,302,2
392,0.0,5,5,303,0
393,60.0,5,5,400,3
394,20.0,5,5,401,1
395,60.0,5,5,402,3
396,20.0,5,5,403,1
397,20.0,5,5,404,1
398,20.0,5,5,405,1
399,20.0,5,5,406,1
400,80.0,5,5,407,4
401,0.0,5,5,408,0
402,40.0,5,5,500,2
403,40.0,5,5,501,2
404,20.0,5,5,502,1
405,40.0,5,5,503,2
406,40.0,5,5,504,2
407,20.0,5,5,505,1
408,0.0,5,5,506,0
409,40.0,5,5,600,2
410,40.0,5,5,601,2
411,60.0,5,5,602,3
412,0.0,5,5,603,0
413,0.0,5,5,604,0
414,0.0,5,5,605,0
415,20.0,5,5,700,1
416,20.0,5,5,701,1
417,20.0,5,5,702,1
418,0.0,5,5,703,0
419,20.0,5,5,800,1
420,0.0,5,5,801,0
421,0.0,5,5,802,0
422,0.0,5,5,803,0
423,40.0,5,5,804,2
424,0.0,5,5,805,0
425,0.0,5,5,806,0
426,0.0,5,5,807,0
427,20.0,5,5,808,1
428,0.0,5,5,809,0
429,0.0,5,5,810,0
430,0.0,5,5,900,0
431,40.0,5,5,901,2
432,0.0,5,5,902,0
433,0.0,5,5,903,0
434,0.0,5,5,904,0
435,20.0,5,5,905,1
436,40.0,5,5,906,2
437,20.0,5,5,907,1
438,20.0,5,5,908,1
439,20.0,5,5,909,1
440,20.0,5,5,910,1
441,0.0,5,5,911,0
442,0.0,5,5,912,0
443,0.0,5,5,913,0
444,20.0,5,5,914,1
445,0.0,5,5,915,0
446,0.0,5,5,916,0
447,0.0,5,5,917,0
448,0.0,5,5,918,0
449,40.0,5,5,1000,2
450,20.0,5,5,1001,1
451,0.0,5,5,1002,0
452,0.0,5,5,1003,0
453,40.0,5,5,1004,2
454,20.0,5,5,1005,1
455,0.0,5,5,1006,0
456,20.0,5,5,1007,1
457,0.0,5,5,1008,0
458,0.0,5,5,1009,0
459,0.0,5,5,1010,0
460,80.0,5,5,1100,4
461,0.0,5,5,1101,0
462,0.0,5,5,1102,0
463,20.0,5,5,1103,1
464,0.0,5,5,1104,0
465,0.0,5,5,1105,0
466,20.0,5,5,1106,1
467,0.0,5,5,1107,0
468,0.0,5,5,1200,0
469,20.0,5,5,1201,1
470,0.0,5,5,1202,0
471,20.0,5,5,1203,1
472,0.0,5,5,1204,0
473,0.0,5,5,1205,0
474,0.0,5,5,1206,0
475,60.0,5,5,1207,3
476,20.0,5,5,1208,1
477,40.0,5,5,1209,2
478,0.0,5,5,1210,0
479,20.0,5,5,1300,1
480,20.0,5,5,1301,1
481,0.0,5,5,1302,0
482,20.0,5,5,1303,1
483,20.0,5,5,1304,1
484,0.0,5,5,1305,0
485,0.0,5,5,1306,0
486,40.0,5,5,1400,2
487,20.0,5,5,1401,1
488,20.0,5,5,1402,1
489,20.0,5,5,1403,1
490,0.0,5,5,1404,0
491,0.0,5,5,1405,0
492,0.0,5,5,1406,0
493,20.0,5,5,1500,1
494,40.0,5,5,1501,2
495,0.0,5,5,1502,0
496,0.0,5,5,1503,0
497,20.0,5,5,1504,1
498,0.0,5,5,1505,0
499,0.0,5,5,1506,0
500,20.0,5,5,1507,1
501,0.0,5,5,1508,0
502,0.0,5,5,1509,0
503,0.0,5,5,1510,0
504,40.0,5,5,1600,2
505,20.0,5,5,1601,1
506,0.0,5,5,1602,0
507,20.0,5,5,1603,1
508,40.0,5,5,1604,2
509,0.0,5,5,1605,0
510,0.0,5,5,1606,0
511,0.0,5,5,1607,0
512,20.0,5,5,1608,1
513,20.0,5,5,1609,1
514,0.0,5,5,1610,0
515,20.0,5,5,1700,1
516,40.0,5,5,1701,2
517,0.0,5,5,1702,0
518,0.0,5,5,1703,0
519,0.0,5,5,1704,0
520,40.0,5,5,1705,2
521,0.0,5,5,1706,0
522,40.0,5,5,1800,2
523,0.0,5,5,1801,0
524,20.0,5,5,1802,1
525,40.0,5,5,1803,2
526,20.0,5,5,1804,1
527,20.0,5,5,1805,1
528,0.0,5,5,1806,0
529,60.0,5,5,1900,3
530,60.0,5,5,1901,3
531,20.0,5,5,1902,1
532,60.0,5,5,1903,3
533,60.0,5,5,1904,3
534,40.0,5,5,1905,2
535,20.0,5,5,1906,1
536,20.0,5,5,1907,1
537,80.0,5,5,1908,4
538,40.0,5,5,1909,2
539,60.0,5,5,1910,3
540,40.0,5,5,1911,2
541,0.0,5,5,1912,0
542,20.0,5,5,2000,1
543,40.0,5,5,2001,2
544,20.0,5,5,2002,1
545,20.0,5,5,2003,1
546,20.0,5,5,2004,1
547,40.0,5,5,2005,2
548,40.0,5,5,2006,2
549,20.0,5,5,2007,1
550,60.0,5,5,2008,3
551,60.0,5,5,2009,3
552,20.0,5,5,2010,1
553,40.0,5,5,2011,2
554,0.0,5,5,2012,0
555,40.0,5,5,2100,2
556,20.0,5,5,2101,1
557,60.0,5,5,2102,3
558,60.0,5,5,2103,3
559,40.0,5,5,2104,2
560,80.0,5,5,2105,4
561,60.0,5,5,2106,3
562,0.0,5,5,2107,0
563,40.0,5,5,2200,2
564,0.0,5,5,2201,0
565,0.0,5,5,2202,0
566,40.0,5,5,2203,2
567,0.0,5,5,2204,0
568,0.0,5,5,2205,0
569,0.0,5,5,2206,0
570,40.0,5,5,2300,2
571,20.0,5,5,2301,1
572,0.0,5,5,2302,0
573,20.0,5,5,2303,1
574,40.0,5,5,2304,2
575,20.0,5,5,2305,1
576,0.0,5,5,2306,0
577,0.0,5,5,2307,0
578,20.0,5,5,2400,1
579,20.0,5,5,2401,1
580,0.0,5,5,2402,0
581,0.0,5,5,2403,0
582,40.0,5,5,2404,2
583,20.0,5,5,2405,1
584,20.0,5,5,2406,1
585,0.0,5,5,2407,0
586,60.0,5,5,2500,3
587,60.0,5,5,2501,3
588,0.0,5,5,2502,0
589,40.0,5,5,2503,2
590,60.0,5,5,2504,3
591,80.0,5,5,2505,4
592,0.0,5,5,2506,0
593,60.0,5,5,2600,3
594,20.0,5,5,2601,1
595,40.0,5,5,2602,2
596,40.0,5,5,2603,2
597,0.0,5,5,2604,0
598,20.0,5,5,2700,1
599,60.0,5,5,2701,3
600,60.0,5,5,2702,3
601,60.0,5,5,2703,3
602,0.0,5,5,2704,0
603,100.0,5,5,2800,5
604,80.0,5,5,2801,4
605,100.0,5,5,2802,5
606,20.0,5,5,2803,1
607,80.0,5,5,2804,4
608,20.0,5,5,2805,1
609,0.0,5,5,2806,0
610,0.0,5,5,2900,0
611,0.0,5,5,3000,0
