HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.sum1.on,Answer.sum2.on,Approve,Reject
3S8A4GJRD3RDH3H7A0CTPJ1QDNE6VJ,3XDD1E7DUSNL5R6CYEBCW4TBGO7P3Z,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.01 ,Wed May 01 17:53:31 PDT 2019,75,BatchId:3628034;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 19:09:31 PDT 2019,,,3WJ1OXY92B4JGDVRIMOW1UFTT0V8AY,A34AQDMF5GVHVY,Approved,Wed May 01 17:56:11 PDT 2019,Wed May 01 17:57:12 PDT 2019,Wed May 01 18:57:12 PDT 2019,,,,61,100% (1/1),100% (1/1),100% (1/1),TRUE,FALSE,,
3S8A4GJRD3RDH3H7A0CTPJ1QDNE6VJ,3XDD1E7DUSNL5R6CYEBCW4TBGO7P3Z,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.01 ,Wed May 01 17:53:31 PDT 2019,75,BatchId:3628034;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 19:09:31 PDT 2019,,,3WSELTNVR4Q2EXNFLKZRSQBG7DJTAB,A2482SLAY120J2,Approved,Wed May 01 18:13:41 PDT 2019,Wed May 01 18:15:01 PDT 2019,Wed May 01 19:15:01 PDT 2019,,,,80,100% (1/1),100% (1/1),100% (1/1),TRUE,FALSE,,
3S8A4GJRD3RDH3H7A0CTPJ1QDNE6VJ,3XDD1E7DUSNL5R6CYEBCW4TBGO7P3Z,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.01 ,Wed May 01 17:53:31 PDT 2019,75,BatchId:3628034;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 19:09:31 PDT 2019,,,3X65QVEQI1B2OZC8WPTRCURND3GCLR,AF5WVHE6JKYD9,Approved,Wed May 01 18:00:17 PDT 2019,Wed May 01 18:00:34 PDT 2019,Wed May 01 19:00:34 PDT 2019,,,,17,100% (1/1),100% (1/1),100% (1/1),FALSE,TRUE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,3JCG6DTRV4EH9X24TC2IDLFYROUQQP,A1HNR6OIRFCEHS,Submitted,Wed May 01 19:45:15 PDT 2019,Wed May 01 19:45:48 PDT 2019,Wed May 01 20:45:48 PDT 2019,,,,33,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,3YMU66OBIOWDJF9N7QACATJVUEPHGP,A2X4YVQ50C13U1,Submitted,Wed May 01 19:45:12 PDT 2019,Wed May 01 19:46:45 PDT 2019,Wed May 01 20:46:45 PDT 2019,,,,93,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,39L1G8WVWRF1LSCLAM07ZCEF9KP315,A1PYK3QS7O93XA,Submitted,Wed May 01 19:49:15 PDT 2019,Wed May 01 19:51:02 PDT 2019,Wed May 01 20:51:02 PDT 2019,,,,107,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,3TS1AR6UQR2ACQ7GJXII1VUPFWUF7N,A1BFF2UMKXUXAO,Submitted,Wed May 01 19:50:11 PDT 2019,Wed May 01 19:51:04 PDT 2019,Wed May 01 20:51:04 PDT 2019,,,,53,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,34Z02EIMIT16DKPXTI2Y3KZ3YRW0TG,A1RSAU5I9NZTOP,Submitted,Wed May 01 19:49:28 PDT 2019,Wed May 01 19:51:47 PDT 2019,Wed May 01 20:51:47 PDT 2019,,,,139,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,35GMH2SV3F5PRIZJ58FEUZVKTKOOE3,A2OG8XRYJ56HS7,Submitted,Wed May 01 19:45:42 PDT 2019,Wed May 01 19:51:48 PDT 2019,Wed May 01 20:51:48 PDT 2019,,,,366,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,3OHYZ19UGDTM15I7P3DSYG5T85RAOV,A1LYGZOKYACK7N,Submitted,Wed May 01 19:50:56 PDT 2019,Wed May 01 19:53:42 PDT 2019,Wed May 01 20:53:42 PDT 2019,,,,166,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,39L1G8WVWRF1LSCLAM07ZCEF9KQ134,AWS49CZW5Y9JK,Submitted,Wed May 01 19:58:42 PDT 2019,Wed May 01 19:59:03 PDT 2019,Wed May 01 20:59:03 PDT 2019,,,,21,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,34Z02EIMIT16DKPXTI2Y3KZ3YRY0TI,A3AJSPF200QS0Z,Submitted,Wed May 01 20:05:42 PDT 2019,Wed May 01 20:05:55 PDT 2019,Wed May 01 21:05:55 PDT 2019,,,,13,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,3FIUS151DWQZJJECNKSUPT7UFEFGGS,A3HXZ8T9TYRNT4,Submitted,Wed May 01 20:07:23 PDT 2019,Wed May 01 20:08:01 PDT 2019,Wed May 01 21:08:01 PDT 2019,,,,38,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,37TRT2X24RFDJ4W2F4LJLV8DRT4JBI,A3W2QNET7TUNDQ,Submitted,Wed May 01 20:07:57 PDT 2019,Wed May 01 20:09:24 PDT 2019,Wed May 01 21:09:24 PDT 2019,,,,87,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,3STRJBFXOXF8QAW1XBCGM4ECCP4KT8,A2C9TGV269GPDC,Submitted,Wed May 01 20:11:34 PDT 2019,Wed May 01 20:12:07 PDT 2019,Wed May 01 21:12:07 PDT 2019,,,,33,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,3MTMREQS4W6U6ER9GP42FAIFB7TAWA,A2R4R1UFDFCQSP,Submitted,Wed May 01 20:14:13 PDT 2019,Wed May 01 20:15:03 PDT 2019,Wed May 01 21:15:03 PDT 2019,,,,50,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,3QECW5O0KIP58RBYQO8AKFVUFZA5T9,A3AYHESLQSDY5T,Submitted,Wed May 01 20:13:45 PDT 2019,Wed May 01 20:15:10 PDT 2019,Wed May 01 21:15:10 PDT 2019,,,,85,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,3K4J6M3CXFHY9S191K0KT7WRHJ3GAH,A1H0U8N14659BW,Submitted,Wed May 01 20:15:19 PDT 2019,Wed May 01 20:15:26 PDT 2019,Wed May 01 21:15:26 PDT 2019,,,,7,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,3DZQRBDBSM31FCBFN5FRVD1OZK53SS,A14UYU1DEDPY7A,Submitted,Wed May 01 20:15:00 PDT 2019,Wed May 01 20:17:01 PDT 2019,Wed May 01 21:17:01 PDT 2019,,,,121,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,3O6CYIULEEPELN57MULTFBU9IALUW6,A1TLKBW8KT7L6F,Submitted,Wed May 01 20:18:07 PDT 2019,Wed May 01 20:18:26 PDT 2019,Wed May 01 21:18:26 PDT 2019,,,,19,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,345LHZDEDYGHUP3JCAARAEJCKHRU30,A9AKXVUGZNVTE,Submitted,Wed May 01 20:22:26 PDT 2019,Wed May 01 20:23:55 PDT 2019,Wed May 01 21:23:55 PDT 2019,,,,89,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,,
3HJ1EVZS2O7MRDD8IE9LHJ03IQ53RN,3U729HRE5B2IUMPWVI0GYR3D28MMER,Choose the better summary,Select the summary that is more coherent and relevant to the title,"summary, better",$0.05 ,Wed May 01 19:44:16 PDT 2019,75,BatchId:3628116;OriginalHitTemplateId:928390828;,1800,3600,Wed May 01 23:44:16 PDT 2019,,,36PW28KO40K0PE5IVPAWT4BF43QEA0,A2S4LCNVIA81G3,Submitted,Wed May 01 20:27:15 PDT 2019,Wed May 01 20:27:36 PDT 2019,Wed May 01 21:27:36 PDT 2019,,,,21,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,,
