HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_1,Input.paragraph_2,Input.paragraph_3,Input.article,Input.passage,Answer.deletion_mask_1,Answer.deletion_mask_2,Answer.deletion_mask_3,Approve,Reject
38XPGNCKHTOZ2GDTRCJESLHCH5FV4C,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,3LRLIPTPERX3BEXSRBLZRZOKPUNAK6,A2F0H1QFK7X0N4,Approved,Sun May 05 05:45:38 PDT 2019,Sun May 05 05:51:42 PDT 2019,Sun May 05 06:51:42 PDT 2019,,,,364,100% (5/5),100% (5/5),100% (5/5),"Powell, who worked at the Treasury Department in the George H. W. Bush Administration and joined the board of the Fed in 2012, seems determined to protect the Feds independence.#$In January, the Fed indicated that it wouldnt raise interest rates again for the foreseeable future.#$In explaining this about-turn, Powell had pointed to a slowing economy and quiescent inflation.#$A week later, he and the Feds vice-chairman, Richard Clarida, an economist at Columbia University, were invited to dine at the White House with Trump and Steve Mnuchin, the Treasury Secretary.#$Evidently concerned that the sight of Powell meeting with Trump might create the impression that the Fed had buckled, the bank issued an unusual statement immediately after the dinner, in which it said that Powell told the President that he and his colleagues would set monetary policy in order to support maximum employment and stable prices and will make those decisions based solely on careful, objective and non-political analysis.#$How Trump reacted to Powells declaration of independence isnt known.#$But it wasnt very long before he started criticizing the Fed again.#$He also fastened on the idea of filling two vacancies on its board with Moore and Cain.#$","Moore has been active in Republican politics for decades.#$A co-founder of the Club for Growth, a nonprofit that pushes for low taxes and spending cuts, he is now a fellow at the Heritage Foundation.#$But it isnt just Moores conservatism that his critics are focussing on.#$He has shown himself to be incompetent, Wolfers said.#$His history of making simple errors of data, his forecasts, and his policy pronouncements have shown him to be among the least high-powered economists ever. Cain has a very different background.#$From 1986 to 1996, he was the chief executive of Godfathers Pizza.#$He also headed the National Restaurant Association for a time and served on the board of the Federal Reserve Bank of Kansas City, which is largely made up of prominent local businesspeople and doesnt have any policy role.#$","Ironically, Moore and Cain have both expressed views on monetary policy that identified them as inflation hawksthe opposite of Trump.#$Cain even advocated a return to the gold standard, the draconian monetary system that helped bring about the Great Depression.#$Its safe to assume that these views werent what got Trumps attention.#$Last year, Moore published a book hailing Trumps economic policies; in December, he called on Trump to fire Powell, and last month he penned an op-ed in the Wall Street Journal titled The Fed Is a Threat to Growth.#$ Cain has been a less visible supporter of Trump, but in September he formed a new Super PAC, America Fighting Back, which says, on its home page, We must protect Donald Trump and his agenda from impeachment.#$In announcing his intention to nominate Cain to the Fed, Trump called him a terrific man.#$",2,4,100001110,0,1111100,,
38XPGNCKHTOZ2GDTRCJESLHCH5FV4C,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,3TUI152ZZCBTSTIN8XC3CK7QK75Q1O,AIN7LSGBTD8HF,Approved,Sun May 05 09:51:47 PDT 2019,Sun May 05 09:53:55 PDT 2019,Sun May 05 10:53:55 PDT 2019,,,,128,100% (80/80),100% (80/80),100% (80/80),"Powell, who worked at the Treasury Department in the George H. W. Bush Administration and joined the board of the Fed in 2012, seems determined to protect the Feds independence.#$In January, the Fed indicated that it wouldnt raise interest rates again for the foreseeable future.#$In explaining this about-turn, Powell had pointed to a slowing economy and quiescent inflation.#$A week later, he and the Feds vice-chairman, Richard Clarida, an economist at Columbia University, were invited to dine at the White House with Trump and Steve Mnuchin, the Treasury Secretary.#$Evidently concerned that the sight of Powell meeting with Trump might create the impression that the Fed had buckled, the bank issued an unusual statement immediately after the dinner, in which it said that Powell told the President that he and his colleagues would set monetary policy in order to support maximum employment and stable prices and will make those decisions based solely on careful, objective and non-political analysis.#$How Trump reacted to Powells declaration of independence isnt known.#$But it wasnt very long before he started criticizing the Fed again.#$He also fastened on the idea of filling two vacancies on its board with Moore and Cain.#$","Moore has been active in Republican politics for decades.#$A co-founder of the Club for Growth, a nonprofit that pushes for low taxes and spending cuts, he is now a fellow at the Heritage Foundation.#$But it isnt just Moores conservatism that his critics are focussing on.#$He has shown himself to be incompetent, Wolfers said.#$His history of making simple errors of data, his forecasts, and his policy pronouncements have shown him to be among the least high-powered economists ever. Cain has a very different background.#$From 1986 to 1996, he was the chief executive of Godfathers Pizza.#$He also headed the National Restaurant Association for a time and served on the board of the Federal Reserve Bank of Kansas City, which is largely made up of prominent local businesspeople and doesnt have any policy role.#$","Ironically, Moore and Cain have both expressed views on monetary policy that identified them as inflation hawksthe opposite of Trump.#$Cain even advocated a return to the gold standard, the draconian monetary system that helped bring about the Great Depression.#$Its safe to assume that these views werent what got Trumps attention.#$Last year, Moore published a book hailing Trumps economic policies; in December, he called on Trump to fire Powell, and last month he penned an op-ed in the Wall Street Journal titled The Fed Is a Threat to Growth.#$ Cain has been a less visible supporter of Trump, but in September he formed a new Super PAC, America Fighting Back, which says, on its home page, We must protect Donald Trump and his agenda from impeachment.#$In announcing his intention to nominate Cain to the Fed, Trump called him a terrific man.#$",2,4,100010000,1000100,100100,,
38XPGNCKHTOZ2GDTRCJESLHCH5FV4C,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,3YDTZAI2WY4M3OVPA05Q9H6LODA413,A2PYZDFLMB8RN6,Approved,Sat May 04 19:44:37 PDT 2019,Sat May 04 19:44:48 PDT 2019,Sat May 04 20:44:48 PDT 2019,,,,11,100% (58/58),100% (58/58),100% (58/58),"Powell, who worked at the Treasury Department in the George H. W. Bush Administration and joined the board of the Fed in 2012, seems determined to protect the Feds independence.#$In January, the Fed indicated that it wouldnt raise interest rates again for the foreseeable future.#$In explaining this about-turn, Powell had pointed to a slowing economy and quiescent inflation.#$A week later, he and the Feds vice-chairman, Richard Clarida, an economist at Columbia University, were invited to dine at the White House with Trump and Steve Mnuchin, the Treasury Secretary.#$Evidently concerned that the sight of Powell meeting with Trump might create the impression that the Fed had buckled, the bank issued an unusual statement immediately after the dinner, in which it said that Powell told the President that he and his colleagues would set monetary policy in order to support maximum employment and stable prices and will make those decisions based solely on careful, objective and non-political analysis.#$How Trump reacted to Powells declaration of independence isnt known.#$But it wasnt very long before he started criticizing the Fed again.#$He also fastened on the idea of filling two vacancies on its board with Moore and Cain.#$","Moore has been active in Republican politics for decades.#$A co-founder of the Club for Growth, a nonprofit that pushes for low taxes and spending cuts, he is now a fellow at the Heritage Foundation.#$But it isnt just Moores conservatism that his critics are focussing on.#$He has shown himself to be incompetent, Wolfers said.#$His history of making simple errors of data, his forecasts, and his policy pronouncements have shown him to be among the least high-powered economists ever. Cain has a very different background.#$From 1986 to 1996, he was the chief executive of Godfathers Pizza.#$He also headed the National Restaurant Association for a time and served on the board of the Federal Reserve Bank of Kansas City, which is largely made up of prominent local businesspeople and doesnt have any policy role.#$","Ironically, Moore and Cain have both expressed views on monetary policy that identified them as inflation hawksthe opposite of Trump.#$Cain even advocated a return to the gold standard, the draconian monetary system that helped bring about the Great Depression.#$Its safe to assume that these views werent what got Trumps attention.#$Last year, Moore published a book hailing Trumps economic policies; in December, he called on Trump to fire Powell, and last month he penned an op-ed in the Wall Street Journal titled The Fed Is a Threat to Growth.#$ Cain has been a less visible supporter of Trump, but in September he formed a new Super PAC, America Fighting Back, which says, on its home page, We must protect Donald Trump and his agenda from impeachment.#$In announcing his intention to nominate Cain to the Fed, Trump called him a terrific man.#$",2,4,100110000,10,100,,
38XPGNCKHTOZ2GDTRCJESLHCH5G4VM,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,37M28K1J0R180URA9QLNQKO7A6NJAI,AIN7LSGBTD8HF,Approved,Sun May 05 10:04:02 PDT 2019,Sun May 05 10:05:33 PDT 2019,Sun May 05 11:05:33 PDT 2019,,,,91,100% (80/80),100% (80/80),100% (80/80),"What is going on is perfectly clear.#$There is another Presidential election on the horizon, the Trump-G.O.P.#$stimulus is running down, and economic growth is slowing.#$With the Democrats controlling the House of Representatives, Trump knows that he cant rely on Congress to juice the economy again going into 2020.#$So he is trying to bully the Fed into doing the job, regardless of the longer-term consequences.#$","Its far from clear that this effort will succeed.#$Even if the Republican-controlled Senate did confirm Moore and Cain to the Feds board, they would only have two votes out of twelve on the F.O.M.C.#$: Powell and his allies could easily outvote them.#$But that might not be the end of it.#$The danger is that Mr Trump is preparing to remove Mr Powell himself, in spite of having appointed him, the Financial Times editorial pointed out.#$Such a move would be challenged in the courts.#$But there is no guarantee Mr Trump would be overturned, given how effectively he has jammed supportive judges into the system.#$That would take the US Fed into uncharted waters.#$","Not just the Fedthe entire U.S. system of government.#$The biggest danger of a Trump Presidency has always been that it would undermine some of the countrys key institutions, such as Congress, the courts, and independent government agencies.#$So far, the system haswith some notable exceptionsstood up reasonably well under the Trumpian assault.#$But the game isnt over yet.#$In an effort to concentrate power in his own hands, Trump will continue to push things as far as he can and to appoint as many lackeys as he can.#$The attack on the Fed is part of a larger pattern.#$That is why the stakes are so high, and why Trump must be stopped.#$",2,5,10100,11000000,11100,,
38XPGNCKHTOZ2GDTRCJESLHCH5G4VM,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,3JPSL1DZ5TN4JKIVOODFJR5OJOBANS,A2PYZDFLMB8RN6,Approved,Sat May 04 19:44:21 PDT 2019,Sat May 04 19:44:27 PDT 2019,Sat May 04 20:44:27 PDT 2019,,,,6,100% (58/58),100% (58/58),100% (58/58),"What is going on is perfectly clear.#$There is another Presidential election on the horizon, the Trump-G.O.P.#$stimulus is running down, and economic growth is slowing.#$With the Democrats controlling the House of Representatives, Trump knows that he cant rely on Congress to juice the economy again going into 2020.#$So he is trying to bully the Fed into doing the job, regardless of the longer-term consequences.#$","Its far from clear that this effort will succeed.#$Even if the Republican-controlled Senate did confirm Moore and Cain to the Feds board, they would only have two votes out of twelve on the F.O.M.C.#$: Powell and his allies could easily outvote them.#$But that might not be the end of it.#$The danger is that Mr Trump is preparing to remove Mr Powell himself, in spite of having appointed him, the Financial Times editorial pointed out.#$Such a move would be challenged in the courts.#$But there is no guarantee Mr Trump would be overturned, given how effectively he has jammed supportive judges into the system.#$That would take the US Fed into uncharted waters.#$","Not just the Fedthe entire U.S. system of government.#$The biggest danger of a Trump Presidency has always been that it would undermine some of the countrys key institutions, such as Congress, the courts, and independent government agencies.#$So far, the system haswith some notable exceptionsstood up reasonably well under the Trumpian assault.#$But the game isnt over yet.#$In an effort to concentrate power in his own hands, Trump will continue to push things as far as he can and to appoint as many lackeys as he can.#$The attack on the Fed is part of a larger pattern.#$That is why the stakes are so high, and why Trump must be stopped.#$",2,5,1000,1000000,1000000,,
38XPGNCKHTOZ2GDTRCJESLHCH5G4VM,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,3VAR3R6G1QP8IHPSS5TE2PZYJAV8OG,A2J15HW4AA2UEZ,Approved,Sat May 04 21:50:54 PDT 2019,Sat May 04 21:51:13 PDT 2019,Sat May 04 22:51:13 PDT 2019,,,,19,100% (82/82),100% (82/82),100% (82/82),"What is going on is perfectly clear.#$There is another Presidential election on the horizon, the Trump-G.O.P.#$stimulus is running down, and economic growth is slowing.#$With the Democrats controlling the House of Representatives, Trump knows that he cant rely on Congress to juice the economy again going into 2020.#$So he is trying to bully the Fed into doing the job, regardless of the longer-term consequences.#$","Its far from clear that this effort will succeed.#$Even if the Republican-controlled Senate did confirm Moore and Cain to the Feds board, they would only have two votes out of twelve on the F.O.M.C.#$: Powell and his allies could easily outvote them.#$But that might not be the end of it.#$The danger is that Mr Trump is preparing to remove Mr Powell himself, in spite of having appointed him, the Financial Times editorial pointed out.#$Such a move would be challenged in the courts.#$But there is no guarantee Mr Trump would be overturned, given how effectively he has jammed supportive judges into the system.#$That would take the US Fed into uncharted waters.#$","Not just the Fedthe entire U.S. system of government.#$The biggest danger of a Trump Presidency has always been that it would undermine some of the countrys key institutions, such as Congress, the courts, and independent government agencies.#$So far, the system haswith some notable exceptionsstood up reasonably well under the Trumpian assault.#$But the game isnt over yet.#$In an effort to concentrate power in his own hands, Trump will continue to push things as far as he can and to appoint as many lackeys as he can.#$The attack on the Fed is part of a larger pattern.#$That is why the stakes are so high, and why Trump must be stopped.#$",2,5,,10000000,1000010,,
38XPGNCKHTOZ2GDTRCJESLHCH5G4VM,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,3ZAK8W07I52LDX4MTNS88GL5IYQU0B,A2NR36CL4JA351,Approved,Sat May 04 19:29:09 PDT 2019,Sat May 04 19:30:54 PDT 2019,Sat May 04 20:30:54 PDT 2019,,,,105,100% (3/3),100% (3/3),100% (3/3),"What is going on is perfectly clear.#$There is another Presidential election on the horizon, the Trump-G.O.P.#$stimulus is running down, and economic growth is slowing.#$With the Democrats controlling the House of Representatives, Trump knows that he cant rely on Congress to juice the economy again going into 2020.#$So he is trying to bully the Fed into doing the job, regardless of the longer-term consequences.#$","Its far from clear that this effort will succeed.#$Even if the Republican-controlled Senate did confirm Moore and Cain to the Feds board, they would only have two votes out of twelve on the F.O.M.C.#$: Powell and his allies could easily outvote them.#$But that might not be the end of it.#$The danger is that Mr Trump is preparing to remove Mr Powell himself, in spite of having appointed him, the Financial Times editorial pointed out.#$Such a move would be challenged in the courts.#$But there is no guarantee Mr Trump would be overturned, given how effectively he has jammed supportive judges into the system.#$That would take the US Fed into uncharted waters.#$","Not just the Fedthe entire U.S. system of government.#$The biggest danger of a Trump Presidency has always been that it would undermine some of the countrys key institutions, such as Congress, the courts, and independent government agencies.#$So far, the system haswith some notable exceptionsstood up reasonably well under the Trumpian assault.#$But the game isnt over yet.#$In an effort to concentrate power in his own hands, Trump will continue to push things as far as he can and to appoint as many lackeys as he can.#$The attack on the Fed is part of a larger pattern.#$That is why the stakes are so high, and why Trump must be stopped.#$",2,5,110,100010110,1001010,,
3JMQI2OLFZTZU7NDIWYGL8H58F6ND0,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,39GXDJN2OU2381YPTHFSXHT6F3TV86,A2J15HW4AA2UEZ,Approved,Sat May 04 22:08:18 PDT 2019,Sat May 04 22:09:07 PDT 2019,Sat May 04 23:09:07 PDT 2019,,,,49,100% (82/82),100% (82/82),100% (82/82),"If the final polls on the Israeli election are to be believedby law, there will be no more revealed before the voting begins, on Tuesday morningthings are looking better for Prime Minister Benjamin Netanyahus Likud Party than for Blue and White, the new centrist party led by the former military Chief of Staff Benny Gantz.#$The two continue to run neck and neck in the race for a plurality in the Knessetwith about thirty seats each, out of a total of a hundred and twenty.#$But both are running with a bloc of smaller parties, and Netanyahus bloc seems more likely than Gantzs to win a sixty-one-seat Knesset majority.#$","The President typically bestows a mandate to form a government on the leader of the party that wins a pluralityexcept in cases where a bloc of parties led by someone else wins a clear majority.#$That is how Netanyahu won in 2009, and its why the polls still favor him.#$A majority of voters are now either hoping that he will remain in office, or are bracing for it.#$In a recent Channel 12 poll, fifty-eight per cent of respondents said that Netanyahu will be the next Prime Minister.#$But only thirty-six per cent wanted him to be.#$","Given the quirks of the Israeli electoral system, though, the polls may prove misleading.#$The margin of error is around four per cent, which means that it may be impossible to divine the fates of the all-important smaller parties.#$Each must win three and a quarter per cent of the total vote in order to enter the Knesset; a vote for a party that does not clear that threshold is simply wasted.#$Fully seven partiestwo in Gantzs potential bloc, five in Netanyahushave been polling close to extinction at various points in the campaign.#$Moreover, according to an April 2nd poll, more than eight per cent of voters are still undecided.#$",3,1,,10000,10000,,
3JMQI2OLFZTZU7NDIWYGL8H58F6ND0,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,3QY7M81QH8ALSCZUK89FH8MUOLSK7Y,A2PYZDFLMB8RN6,Approved,Sat May 04 18:34:51 PDT 2019,Sat May 04 18:35:12 PDT 2019,Sat May 04 19:35:12 PDT 2019,,,,21,100% (58/58),100% (58/58),100% (58/58),"If the final polls on the Israeli election are to be believedby law, there will be no more revealed before the voting begins, on Tuesday morningthings are looking better for Prime Minister Benjamin Netanyahus Likud Party than for Blue and White, the new centrist party led by the former military Chief of Staff Benny Gantz.#$The two continue to run neck and neck in the race for a plurality in the Knessetwith about thirty seats each, out of a total of a hundred and twenty.#$But both are running with a bloc of smaller parties, and Netanyahus bloc seems more likely than Gantzs to win a sixty-one-seat Knesset majority.#$","The President typically bestows a mandate to form a government on the leader of the party that wins a pluralityexcept in cases where a bloc of parties led by someone else wins a clear majority.#$That is how Netanyahu won in 2009, and its why the polls still favor him.#$A majority of voters are now either hoping that he will remain in office, or are bracing for it.#$In a recent Channel 12 poll, fifty-eight per cent of respondents said that Netanyahu will be the next Prime Minister.#$But only thirty-six per cent wanted him to be.#$","Given the quirks of the Israeli electoral system, though, the polls may prove misleading.#$The margin of error is around four per cent, which means that it may be impossible to divine the fates of the all-important smaller parties.#$Each must win three and a quarter per cent of the total vote in order to enter the Knesset; a vote for a party that does not clear that threshold is simply wasted.#$Fully seven partiestwo in Gantzs potential bloc, five in Netanyahushave been polling close to extinction at various points in the campaign.#$Moreover, according to an April 2nd poll, more than eight per cent of voters are still undecided.#$",3,1,1110,111100,111110,,
3JMQI2OLFZTZU7NDIWYGL8H58F6ND0,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,3RYC5T2D74HWLMGP6ECTI6ZTJAIPRZ,AIN7LSGBTD8HF,Approved,Sun May 05 10:09:22 PDT 2019,Sun May 05 10:11:10 PDT 2019,Sun May 05 11:11:10 PDT 2019,,,,108,100% (80/80),100% (80/80),100% (80/80),"If the final polls on the Israeli election are to be believedby law, there will be no more revealed before the voting begins, on Tuesday morningthings are looking better for Prime Minister Benjamin Netanyahus Likud Party than for Blue and White, the new centrist party led by the former military Chief of Staff Benny Gantz.#$The two continue to run neck and neck in the race for a plurality in the Knessetwith about thirty seats each, out of a total of a hundred and twenty.#$But both are running with a bloc of smaller parties, and Netanyahus bloc seems more likely than Gantzs to win a sixty-one-seat Knesset majority.#$","The President typically bestows a mandate to form a government on the leader of the party that wins a pluralityexcept in cases where a bloc of parties led by someone else wins a clear majority.#$That is how Netanyahu won in 2009, and its why the polls still favor him.#$A majority of voters are now either hoping that he will remain in office, or are bracing for it.#$In a recent Channel 12 poll, fifty-eight per cent of respondents said that Netanyahu will be the next Prime Minister.#$But only thirty-six per cent wanted him to be.#$","Given the quirks of the Israeli electoral system, though, the polls may prove misleading.#$The margin of error is around four per cent, which means that it may be impossible to divine the fates of the all-important smaller parties.#$Each must win three and a quarter per cent of the total vote in order to enter the Knesset; a vote for a party that does not clear that threshold is simply wasted.#$Fully seven partiestwo in Gantzs potential bloc, five in Netanyahushave been polling close to extinction at various points in the campaign.#$Moreover, according to an April 2nd poll, more than eight per cent of voters are still undecided.#$",3,1,1000,10100,100010,,
3ODOP6T3AS8Q5PFR32Z3QGK1K7N24C,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,339ANSOTR6QIHWGQ3ZDC8XC321QIKE,A2J15HW4AA2UEZ,Approved,Sat May 04 21:50:31 PDT 2019,Sat May 04 21:50:54 PDT 2019,Sat May 04 22:50:54 PDT 2019,,,,23,100% (82/82),100% (82/82),100% (82/82),"So Gantzs bloc could squeak out a win.#$Or Netanyahus could win in a landslide.#$Or either leader could win a plurality for his party, but not a majority for his bloc.#$In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.#$Consider the head-spinning possibilities:#$","Gantz wins outrightand his problems begin.#$For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.#$So will a significant number of young first-time voters.#$This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.#$So even young Israelis tend to skew right.#$A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.#$","Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on securitythree of the four senior leaders of Blue and White are former generalsand that he will form a government only with Zionist (read: non-Arab) parties.#$He is also stressing the importance of the rule of law, warning of Netanyahus alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahaneof the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdogan has done in Turkeyand promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.#$He is presenting himself as a return to an eclipsed, progressive Israeliness.#$",3,2,100,10,10,,
3ODOP6T3AS8Q5PFR32Z3QGK1K7N24C,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,37ZHEEHM6XAFWERNZ2HG0M5SD1837C,A1P06VR3V0T998,Approved,Sun May 05 07:45:27 PDT 2019,Sun May 05 07:46:11 PDT 2019,Sun May 05 08:46:11 PDT 2019,,,,44,100% (10/10),100% (10/10),100% (10/10),"So Gantzs bloc could squeak out a win.#$Or Netanyahus could win in a landslide.#$Or either leader could win a plurality for his party, but not a majority for his bloc.#$In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.#$Consider the head-spinning possibilities:#$","Gantz wins outrightand his problems begin.#$For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.#$So will a significant number of young first-time voters.#$This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.#$So even young Israelis tend to skew right.#$A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.#$","Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on securitythree of the four senior leaders of Blue and White are former generalsand that he will form a government only with Zionist (read: non-Arab) parties.#$He is also stressing the importance of the rule of law, warning of Netanyahus alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahaneof the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdogan has done in Turkeyand promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.#$He is presenting himself as a return to an eclipsed, progressive Israeliness.#$",3,2,,1010,,,
3ODOP6T3AS8Q5PFR32Z3QGK1K7N24C,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:50 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:50 PDT 2019,,,3OONKJ5DKD7RKFNZVHDOTRPZRI9OBS,AIN7LSGBTD8HF,Approved,Sun May 05 09:35:51 PDT 2019,Sun May 05 09:38:17 PDT 2019,Sun May 05 10:38:17 PDT 2019,,,,146,100% (80/80),100% (80/80),100% (80/80),"So Gantzs bloc could squeak out a win.#$Or Netanyahus could win in a landslide.#$Or either leader could win a plurality for his party, but not a majority for his bloc.#$In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.#$Consider the head-spinning possibilities:#$","Gantz wins outrightand his problems begin.#$For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.#$So will a significant number of young first-time voters.#$This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.#$So even young Israelis tend to skew right.#$A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.#$","Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on securitythree of the four senior leaders of Blue and White are former generalsand that he will form a government only with Zionist (read: non-Arab) parties.#$He is also stressing the importance of the rule of law, warning of Netanyahus alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahaneof the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdogan has done in Turkeyand promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.#$He is presenting himself as a return to an eclipsed, progressive Israeliness.#$",3,2,110000,100010,100,,
