,sentence,sentence_id
92,"Yet, on the campaign trail, he had often repeated the mantra Whoever wins Istanbul wins Turkey. Soner Cagaptay, the director of the Turkish Research Program at the Washington Institute for Near East Policy and the author of The New Sultan: Erdogan and the Crisis of Modern Turkey, told me that the loss of the countrys largest city was potent.","(1, 602)"
93,"Istanbul is where Erdogans political career started, and it made him a rock star, in political terms, he said.","(1, 603)"
94,Losing that city is a big blow to his political brand.,"(1, 604)"
95,,"(1, 605)"
96,"Erdogans sharp rhetoric appeared to be an effort to distract voters from Turkeys spiralling economic crisis, one that opposition members say is fuelled and perpetuated by Erdogans politics.","(1, 400)"
97,"In August, 2018, the value of the Turkish lira plunged, losing twenty-eight per cent of its value against the dollar.","(1, 401)"
98,"Though the lira has rebounded slightly since then, the country officially entered its first recession in a decade in March.","(1, 402)"
99,"Inflation is at twenty per cent, the price of produce has skyrocketed, and the federal minimum wage has fallen by roughly ten per cent since this time last year, to three hundred and sixty dollars a month.","(1, 403)"
100,"To force down prices, Erdogan installed government-subsidized vegetable stalls in city squares around the country.","(1, 404)"
101,He also called for Turkeys banking regulator to investigate a JPMorgan plot that he claimed was causing volatility in the value of the lira.,"(1, 405)"
102,,"(1, 406)"
103,"Near the end of the campaign, Erdogan seemed to grow increasingly desperate.","(1, 500)"
104,"Five days before the polls, he pledged to turn the Hagia Sophiaa Greek Orthodox cathedral turned Ottoman mosque turned museum, built by the Byzantine emperor Justinian I, in 537back into a mosque, a politically radical move that took even his supporters by surprise.","(1, 501)"
105,"In an attempt to attract younger voters, the A.K.P.","(1, 502)"
106,"built a Web site, GeleceginiSec.com (ChooseYourFuture.com), inspired by Black Mirror: Bandersnatch, the latest interactive episode of the Netflix series.","(1, 503)"
107,It allowed viewers to control the decisions of a young Turkish software coder on Election Day.,"(1, 504)"
108,His choice is to vote for the A.K.P.,"(1, 505)"
109,"or for the Otherswhich, according to the video, would spark mayhem in Turkeys streets and an economic collapse.","(1, 506)"
110,,"(1, 507)"
111,"After the preliminary results came in, Erdogan was quick to point out that, despite losing in the countrys three biggest cities, his party won the larger share of the general vote: 44.32 per cent, compared to 30.11 per cent for the C.H.P.","(1, 600)"
112,"As President, he still has the mandate to govern Turkey for another four years, until the next scheduled federal elections.","(1, 601)"
113,"Yet, on the campaign trail, he had often repeated the mantra Whoever wins Istanbul wins Turkey. Soner Cagaptay, the director of the Turkish Research Program at the Washington Institute for Near East Policy and the author of The New Sultan: Erdogan and the Crisis of Modern Turkey, told me that the loss of the countrys largest city was potent.","(1, 602)"
114,"Istanbul is where Erdogans political career started, and it made him a rock star, in political terms, he said.","(1, 603)"
115,Losing that city is a big blow to his political brand.,"(1, 604)"
116,,"(1, 605)"
117,"Erdogans sharp rhetoric appeared to be an effort to distract voters from Turkeys spiralling economic crisis, one that opposition members say is fuelled and perpetuated by Erdogans politics.","(1, 400)"
118,"In August, 2018, the value of the Turkish lira plunged, losing twenty-eight per cent of its value against the dollar.","(1, 401)"
119,"Though the lira has rebounded slightly since then, the country officially entered its first recession in a decade in March.","(1, 402)"
120,"Inflation is at twenty per cent, the price of produce has skyrocketed, and the federal minimum wage has fallen by roughly ten per cent since this time last year, to three hundred and sixty dollars a month.","(1, 403)"
121,"To force down prices, Erdogan installed government-subsidized vegetable stalls in city squares around the country.","(1, 404)"
122,He also called for Turkeys banking regulator to investigate a JPMorgan plot that he claimed was causing volatility in the value of the lira.,"(1, 405)"
123,,"(1, 406)"
124,"Near the end of the campaign, Erdogan seemed to grow increasingly desperate.","(1, 500)"
125,"Five days before the polls, he pledged to turn the Hagia Sophiaa Greek Orthodox cathedral turned Ottoman mosque turned museum, built by the Byzantine emperor Justinian I, in 537back into a mosque, a politically radical move that took even his supporters by surprise.","(1, 501)"
126,"In an attempt to attract younger voters, the A.K.P.","(1, 502)"
127,"built a Web site, GeleceginiSec.com (ChooseYourFuture.com), inspired by Black Mirror: Bandersnatch, the latest interactive episode of the Netflix series.","(1, 503)"
128,It allowed viewers to control the decisions of a young Turkish software coder on Election Day.,"(1, 504)"
129,His choice is to vote for the A.K.P.,"(1, 505)"
130,"or for the Otherswhich, according to the video, would spark mayhem in Turkeys streets and an economic collapse.","(1, 506)"
131,,"(1, 507)"
132,"After the preliminary results came in, Erdogan was quick to point out that, despite losing in the countrys three biggest cities, his party won the larger share of the general vote: 44.32 per cent, compared to 30.11 per cent for the C.H.P.","(1, 600)"
133,"As President, he still has the mandate to govern Turkey for another four years, until the next scheduled federal elections.","(1, 601)"
134,"Yet, on the campaign trail, he had often repeated the mantra Whoever wins Istanbul wins Turkey. Soner Cagaptay, the director of the Turkish Research Program at the Washington Institute for Near East Policy and the author of The New Sultan: Erdogan and the Crisis of Modern Turkey, told me that the loss of the countrys largest city was potent.","(1, 602)"
135,"Istanbul is where Erdogans political career started, and it made him a rock star, in political terms, he said.","(1, 603)"
136,Losing that city is a big blow to his political brand.,"(1, 604)"
137,,"(1, 605)"
138,"Erdogans sharp rhetoric appeared to be an effort to distract voters from Turkeys spiralling economic crisis, one that opposition members say is fuelled and perpetuated by Erdogans politics.","(1, 400)"
139,"In August, 2018, the value of the Turkish lira plunged, losing twenty-eight per cent of its value against the dollar.","(1, 401)"
140,"Though the lira has rebounded slightly since then, the country officially entered its first recession in a decade in March.","(1, 402)"
141,"Inflation is at twenty per cent, the price of produce has skyrocketed, and the federal minimum wage has fallen by roughly ten per cent since this time last year, to three hundred and sixty dollars a month.","(1, 403)"
142,"To force down prices, Erdogan installed government-subsidized vegetable stalls in city squares around the country.","(1, 404)"
143,He also called for Turkeys banking regulator to investigate a JPMorgan plot that he claimed was causing volatility in the value of the lira.,"(1, 405)"
144,,"(1, 406)"
145,"Near the end of the campaign, Erdogan seemed to grow increasingly desperate.","(1, 500)"
146,"Five days before the polls, he pledged to turn the Hagia Sophiaa Greek Orthodox cathedral turned Ottoman mosque turned museum, built by the Byzantine emperor Justinian I, in 537back into a mosque, a politically radical move that took even his supporters by surprise.","(1, 501)"
147,"In an attempt to attract younger voters, the A.K.P.","(1, 502)"
148,"built a Web site, GeleceginiSec.com (ChooseYourFuture.com), inspired by Black Mirror: Bandersnatch, the latest interactive episode of the Netflix series.","(1, 503)"
149,It allowed viewers to control the decisions of a young Turkish software coder on Election Day.,"(1, 504)"
150,His choice is to vote for the A.K.P.,"(1, 505)"
151,"or for the Otherswhich, according to the video, would spark mayhem in Turkeys streets and an economic collapse.","(1, 506)"
152,,"(1, 507)"
153,"After the preliminary results came in, Erdogan was quick to point out that, despite losing in the countrys three biggest cities, his party won the larger share of the general vote: 44.32 per cent, compared to 30.11 per cent for the C.H.P.","(1, 600)"
154,"As President, he still has the mandate to govern Turkey for another four years, until the next scheduled federal elections.","(1, 601)"
155,"Yet, on the campaign trail, he had often repeated the mantra Whoever wins Istanbul wins Turkey. Soner Cagaptay, the director of the Turkish Research Program at the Washington Institute for Near East Policy and the author of The New Sultan: Erdogan and the Crisis of Modern Turkey, told me that the loss of the countrys largest city was potent.","(1, 602)"
156,"Istanbul is where Erdogans political career started, and it made him a rock star, in political terms, he said.","(1, 603)"
157,Losing that city is a big blow to his political brand.,"(1, 604)"
158,,"(1, 605)"
159,"Failing to secure Istanbul has financial consequences for Erdogans ruling party, too.","(1, 700)"
160,"In recent years, the city has served as a major source of A.K.P.","(1, 701)"
161,"patronage, generating large amounts of rent from construction, urban renovation, and zoning projects for businesses aligned with the Party, Cagaptay said.","(1, 702)"
162,Under A.K.P.,"(1, 703)"
163,"rule, government-owned housing has grown significantly.","(1, 704)"
164,"Between its founding, in 1984, and 2002, Turkeys public-housing-development agency produced a little more than forty-three thousand units; during the Erdogan era, between 2003 and 2015, it produced more than five hundred and fifty thousand.","(1, 705)"
165,"The ruling partys defeat in Istanbul means losing a significant source of rent to the opposition, Cagaptay saida major revenue source that has oiled the gears of the A.K.P.","(1, 706)"
166,machine and Erdogans rise.,"(1, 707)"
167,,"(1, 708)"
168,The results boosted the hopes of secular voters who have watched Erdogan win election after election and grow increasingly autocratic during his sixteen years in power.,"(1, 800)"
169,"Since a 2016 coup attempt failed to remove him from office, Erdogan has centralized power; removed his perceived opponents in the bureaucracy, judiciary, military, and police; and jailed tens of thousands of people.","(1, 801)"
170,"Nazm Dikbas, an artist living in Istanbuls Beyoglu district, told me that he hoped the results would create a more democratic atmosphere.","(1, 802)"
171,"I am cautious about getting carried away, but I am hopeful, he said.","(1, 803)"
172,,"(1, 804)"
173,"Erdogans party, though, is already beginning to fight the outcome.","(1, 900)"
174,"On Tuesday, the A.K.P.","(1, 901)"
175,"formally contested the Istanbul and Ankara results, alleging irregularities.","(1, 902)"
176,"But, even if the current results are corroborated by the final vote counts, which are expected on April 11th, at the earliest, some fear unrest during the transfer of power.","(1, 903)"
177,Others are anxious about A.K.P.,"(1, 904)"
178,meddling.,"(1, 905)"
179,"Erdogan will try to undermine local government, Cagaptay, the Washington-based Turkey expert, predicted.","(1, 906)"
180,There will be a contentious relationship.,"(1, 907)"
181,.,"(1, 908)"
182,.,"(1, 909)"
183,.,"(1, 910)"
184,[He] may not be so willing to settle for a Turkish-style cohabitation between his rule and opposition-controlled cities.,"(1, 911)"
185,,"(1, 912)"
186,"Failing to secure Istanbul has financial consequences for Erdogans ruling party, too.","(1, 700)"
187,"In recent years, the city has served as a major source of A.K.P.","(1, 701)"
188,"patronage, generating large amounts of rent from construction, urban renovation, and zoning projects for businesses aligned with the Party, Cagaptay said.","(1, 702)"
189,Under A.K.P.,"(1, 703)"
190,"rule, government-owned housing has grown significantly.","(1, 704)"
191,"Between its founding, in 1984, and 2002, Turkeys public-housing-development agency produced a little more than forty-three thousand units; during the Erdogan era, between 2003 and 2015, it produced more than five hundred and fifty thousand.","(1, 705)"
192,"The ruling partys defeat in Istanbul means losing a significant source of rent to the opposition, Cagaptay saida major revenue source that has oiled the gears of the A.K.P.","(1, 706)"
193,machine and Erdogans rise.,"(1, 707)"
194,,"(1, 708)"
195,The results boosted the hopes of secular voters who have watched Erdogan win election after election and grow increasingly autocratic during his sixteen years in power.,"(1, 800)"
196,"Since a 2016 coup attempt failed to remove him from office, Erdogan has centralized power; removed his perceived opponents in the bureaucracy, judiciary, military, and police; and jailed tens of thousands of people.","(1, 801)"
197,"Nazm Dikbas, an artist living in Istanbuls Beyoglu district, told me that he hoped the results would create a more democratic atmosphere.","(1, 802)"
198,"I am cautious about getting carried away, but I am hopeful, he said.","(1, 803)"
199,,"(1, 804)"
200,"Erdogans party, though, is already beginning to fight the outcome.","(1, 900)"
201,"On Tuesday, the A.K.P.","(1, 901)"
202,"formally contested the Istanbul and Ankara results, alleging irregularities.","(1, 902)"
203,"But, even if the current results are corroborated by the final vote counts, which are expected on April 11th, at the earliest, some fear unrest during the transfer of power.","(1, 903)"
204,Others are anxious about A.K.P.,"(1, 904)"
205,meddling.,"(1, 905)"
206,"Erdogan will try to undermine local government, Cagaptay, the Washington-based Turkey expert, predicted.","(1, 906)"
207,There will be a contentious relationship.,"(1, 907)"
208,.,"(1, 908)"
209,.,"(1, 909)"
210,.,"(1, 910)"
211,[He] may not be so willing to settle for a Turkish-style cohabitation between his rule and opposition-controlled cities.,"(1, 911)"
212,,"(1, 912)"
213,"Failing to secure Istanbul has financial consequences for Erdogans ruling party, too.","(1, 700)"
214,"In recent years, the city has served as a major source of A.K.P.","(1, 701)"
215,"patronage, generating large amounts of rent from construction, urban renovation, and zoning projects for businesses aligned with the Party, Cagaptay said.","(1, 702)"
216,Under A.K.P.,"(1, 703)"
217,"rule, government-owned housing has grown significantly.","(1, 704)"
218,"Between its founding, in 1984, and 2002, Turkeys public-housing-development agency produced a little more than forty-three thousand units; during the Erdogan era, between 2003 and 2015, it produced more than five hundred and fifty thousand.","(1, 705)"
219,"The ruling partys defeat in Istanbul means losing a significant source of rent to the opposition, Cagaptay saida major revenue source that has oiled the gears of the A.K.P.","(1, 706)"
220,machine and Erdogans rise.,"(1, 707)"
221,,"(1, 708)"
222,The results boosted the hopes of secular voters who have watched Erdogan win election after election and grow increasingly autocratic during his sixteen years in power.,"(1, 800)"
223,"Since a 2016 coup attempt failed to remove him from office, Erdogan has centralized power; removed his perceived opponents in the bureaucracy, judiciary, military, and police; and jailed tens of thousands of people.","(1, 801)"
224,"Nazm Dikbas, an artist living in Istanbuls Beyoglu district, told me that he hoped the results would create a more democratic atmosphere.","(1, 802)"
225,"I am cautious about getting carried away, but I am hopeful, he said.","(1, 803)"
226,,"(1, 804)"
227,"Erdogans party, though, is already beginning to fight the outcome.","(1, 900)"
228,"On Tuesday, the A.K.P.","(1, 901)"
229,"formally contested the Istanbul and Ankara results, alleging irregularities.","(1, 902)"
230,"But, even if the current results are corroborated by the final vote counts, which are expected on April 11th, at the earliest, some fear unrest during the transfer of power.","(1, 903)"
231,Others are anxious about A.K.P.,"(1, 904)"
232,meddling.,"(1, 905)"
233,"Erdogan will try to undermine local government, Cagaptay, the Washington-based Turkey expert, predicted.","(1, 906)"
234,There will be a contentious relationship.,"(1, 907)"
235,.,"(1, 908)"
236,.,"(1, 909)"
237,.,"(1, 910)"
238,[He] may not be so willing to settle for a Turkish-style cohabitation between his rule and opposition-controlled cities.,"(1, 911)"
239,,"(1, 912)"
240,"Failing to secure Istanbul has financial consequences for Erdogans ruling party, too.","(1, 700)"
241,"In recent years, the city has served as a major source of A.K.P.","(1, 701)"
242,"patronage, generating large amounts of rent from construction, urban renovation, and zoning projects for businesses aligned with the Party, Cagaptay said.","(1, 702)"
243,Under A.K.P.,"(1, 703)"
244,"rule, government-owned housing has grown significantly.","(1, 704)"
245,"Between its founding, in 1984, and 2002, Turkeys public-housing-development agency produced a little more than forty-three thousand units; during the Erdogan era, between 2003 and 2015, it produced more than five hundred and fifty thousand.","(1, 705)"
246,"The ruling partys defeat in Istanbul means losing a significant source of rent to the opposition, Cagaptay saida major revenue source that has oiled the gears of the A.K.P.","(1, 706)"
247,machine and Erdogans rise.,"(1, 707)"
248,,"(1, 708)"
249,The results boosted the hopes of secular voters who have watched Erdogan win election after election and grow increasingly autocratic during his sixteen years in power.,"(1, 800)"
250,"Since a 2016 coup attempt failed to remove him from office, Erdogan has centralized power; removed his perceived opponents in the bureaucracy, judiciary, military, and police; and jailed tens of thousands of people.","(1, 801)"
251,"Nazm Dikbas, an artist living in Istanbuls Beyoglu district, told me that he hoped the results would create a more democratic atmosphere.","(1, 802)"
252,"I am cautious about getting carried away, but I am hopeful, he said.","(1, 803)"
253,,"(1, 804)"
254,"Erdogans party, though, is already beginning to fight the outcome.","(1, 900)"
255,"On Tuesday, the A.K.P.","(1, 901)"
256,"formally contested the Istanbul and Ankara results, alleging irregularities.","(1, 902)"
257,"But, even if the current results are corroborated by the final vote counts, which are expected on April 11th, at the earliest, some fear unrest during the transfer of power.","(1, 903)"
258,Others are anxious about A.K.P.,"(1, 904)"
259,meddling.,"(1, 905)"
260,"Erdogan will try to undermine local government, Cagaptay, the Washington-based Turkey expert, predicted.","(1, 906)"
261,There will be a contentious relationship.,"(1, 907)"
262,.,"(1, 908)"
263,.,"(1, 909)"
264,.,"(1, 910)"
265,[He] may not be so willing to settle for a Turkish-style cohabitation between his rule and opposition-controlled cities.,"(1, 911)"
266,,"(1, 912)"
267,"Failing to secure Istanbul has financial consequences for Erdogans ruling party, too.","(1, 700)"
268,"In recent years, the city has served as a major source of A.K.P.","(1, 701)"
269,"patronage, generating large amounts of rent from construction, urban renovation, and zoning projects for businesses aligned with the Party, Cagaptay said.","(1, 702)"
270,Under A.K.P.,"(1, 703)"
271,"rule, government-owned housing has grown significantly.","(1, 704)"
272,"Between its founding, in 1984, and 2002, Turkeys public-housing-development agency produced a little more than forty-three thousand units; during the Erdogan era, between 2003 and 2015, it produced more than five hundred and fifty thousand.","(1, 705)"
273,"The ruling partys defeat in Istanbul means losing a significant source of rent to the opposition, Cagaptay saida major revenue source that has oiled the gears of the A.K.P.","(1, 706)"
274,machine and Erdogans rise.,"(1, 707)"
275,,"(1, 708)"
276,The results boosted the hopes of secular voters who have watched Erdogan win election after election and grow increasingly autocratic during his sixteen years in power.,"(1, 800)"
277,"Since a 2016 coup attempt failed to remove him from office, Erdogan has centralized power; removed his perceived opponents in the bureaucracy, judiciary, military, and police; and jailed tens of thousands of people.","(1, 801)"
278,"Nazm Dikbas, an artist living in Istanbuls Beyoglu district, told me that he hoped the results would create a more democratic atmosphere.","(1, 802)"
279,"I am cautious about getting carried away, but I am hopeful, he said.","(1, 803)"
280,,"(1, 804)"
281,"Erdogans party, though, is already beginning to fight the outcome.","(1, 900)"
282,"On Tuesday, the A.K.P.","(1, 901)"
283,"formally contested the Istanbul and Ankara results, alleging irregularities.","(1, 902)"
284,"But, even if the current results are corroborated by the final vote counts, which are expected on April 11th, at the earliest, some fear unrest during the transfer of power.","(1, 903)"
285,Others are anxious about A.K.P.,"(1, 904)"
286,meddling.,"(1, 905)"
287,"Erdogan will try to undermine local government, Cagaptay, the Washington-based Turkey expert, predicted.","(1, 906)"
288,There will be a contentious relationship.,"(1, 907)"
289,.,"(1, 908)"
290,.,"(1, 909)"
291,.,"(1, 910)"
292,[He] may not be so willing to settle for a Turkish-style cohabitation between his rule and opposition-controlled cities.,"(1, 911)"
293,,"(1, 912)"
294,"In Donald Trumps world, there is always another person responsible for his woes, and, as Kirstjen Nielsen, the departing Secretary of Homeland Security, just discovered, that person often ends up getting fired or forced out.","(2, 100)"
295,"But what if Trump doesnt have the power to dismiss the object of his anger, or he fears blowback from Congress and the financial markets?","(2, 101)"
296,"Then you get the White Houses current campaign to undermine the independence of the Federal Reserve and its head, Jerome Powell.","(2, 102)"
297,,"(2, 103)"
298,"For months now, Trump has been publicly railing against the Fed.","(2, 200)"
